,0
340,721
2000,722
147,723
764,724
1200,725
1247,726
1379,727
174,728
758,729
908,730
1917,731
CO-1561-PHX-IAH,732
427,733
11:53 AM,734
2039,735
205,736
580,737
7:53 AM,738
2006,739
882,740
332,741
693,742
2:41 PM,743
44,744
2113,745
639,746
416,747
63,748
1115,749
2396,750
3:59 PM,751
8:55 AM,752
1142,753
1194,754
388,755
1538,756
37,757
1805,758
359,759
337,760
1345,761
478,762
2170,763
460,764
11:52 PM,765
1466,766
1826,767
2:36 PM,768
1225,769
1087,770
828,771
2:25 PM,772
512,773
10:18 AM,774
749,775
34,776
2:55 PM,777
195,778
1567,779
2168,780
2266,781
188,782
825,783
2146,784
1244,785
UA-3925-IAD-ORF,786
344,787
1776,788
7:21 AM,789
905,790
2120,791
309,792
972,793
7:56 AM,794
1353,795
323,796
1114,797
1008,798
1303,799
11:10 AM,800
2121,801
326,802
1693,803
85,804
182,805
484,806
8:32 AM,807
1:29 PM,808
508,809
1714,810
2034,811
1445,812
4:08 PM,813
1604,814
511,815
1869,816
7:39 PM,817
186,818
911,819
2013,820
402,821
1229,822
347,823
11:56 PM,824
12:01 PM,825
1556,826
1010,827
919,828
1053,829
1405,830
2200,831
2149,832
1650,833
1464,834
1735,835
9:20 AM,836
10:25 AM,837
1610,838
5:35 PM,839
2197,840
1328,841
1498,842
ifly,843
2073,844
601,845
67,846
1519,847
1338,848
87,849
714,850
2049,851
12:08 PM,852
1980,853
349,854
1313,855
1632,856
5:54 AM,857
591,858
300,859
522,860
11:50 PM,861
1161,862
5:28 PM,863
745,864
1:16 PM,865
2007,866
571,867
1131,868
2377,869
1049,870
2119,871
652,872
CO-50-CLE-EWR,873
flightarrival,874
2320,875
CO-1614-LAX-IAH,876
800,877
2323,878
1552,879
338,880
702,881
1135,882
2165,883
2199,884
2215,885
11:01 AM,886
2:45 PM,887
1602,888
1656,889
2228,890
1710,891
2:43 PM,892
97,893
7:28 AM,894
668,895
8:01 PM,896
8:44 PM,897
382,898
2261,899
2074,900
246,901
flightview,902
888,903
6:46 PM,904
2220,905
2425,906
2355,907
2193,908
2087,909
1059,910
1583,911
1014,912
8:00 PM,913
202,914
AA-616-DFW-DTW,915
124,916
2294,917
1:00 PM,918
1268,919
6:09 PM,920
2:02 PM,921
1898,922
185,923
sfo,924
1789,925
2329,926
1576,927
2124,928
AA-204-LAX-MCO,929
1023,930
275,931
2069,932
2198,933
2330,934
2250,935
62,936
2429,937
1199,938
1542,939
1280,940
1452,941
1653,942
2137,943
1:36 PM,944
2349,945
58,946
1548,947
1182,948
9:45 PM,949
AA-1279-DFW-PHX,950
1999,951
1185,952
1607,953
1751,954
105,955
1295,956
1807,957
1248,958
UA-664-ORD-PHL,959
AA-518-MIA-JFK,960
3:13 PM,961
6:10 AM,962
1647,963
2207,964
2441,965
2035,966
391,967
1767,968
2354,969
837,970
995,971
604,972
1690,973
903,974
2103,975
2417,976
10:47 AM,977
1536,978
12:11 PM,979
1127,980
1499,981
1880,982
1017,983
CO-63-EWR-IAH,984
7:39 AM,985
1549,986
2218,987
1678,988
2254,989
889,990
UA-6273-YYC-SFO,991
1595,992
1282,993
737,994
10:33 PM,995
406,996
4:14 PM,997
474,998
4:29 PM,999
12:45 AM,1000
52,1001
2023,1002
2311,1003
27,1004
435,1005
1644,1006
1927,1007
1129,1008
1848,1009
472,1010
515,1011
650,1012
2105,1013
680,1014
774,1015
1493,1016
11:54 AM,1017
2054,1018
1862,1019
weather,1020
1094,1021
12:51 PM,1022
1819,1023
8:38 PM,1024
713,1025
11:50 AM,1026
2:17 PM,1027
1149,1028
1270,1029
162,1030
122,1031
589,1032
1052,1033
8:17 AM,1034
10:33 AM,1035
521,1036
UA-397-JFK-SFO,1037
7:14 PM,1038
1278,1039
7:55 AM,1040
1700,1041
8:19 AM,1042
270,1043
2335,1044
6:30 AM,1045
18,1046
1211,1047
1455,1048
1956,1049
128,1050
1600,1051
1731,1052
368,1053
9:40 PM,1054
1856,1055
1218,1056
1421,1057
428,1058
288,1059
1998,1060
2141,1061
1976,1062
1075,1063
2366,1064
2177,1065
1642,1066
CO-1250-MIA-IAH,1067
11:00 AM,1068
1249,1069
2224,1070
8:25 AM,1071
9:44 AM,1072
3:26 PM,1073
2038,1074
704,1075
1639,1076
2117,1077
657,1078
10:34 AM,1079
1230,1080
2106,1081
722,1082
2:21 PM,1083
CO-62-IAH-EWR,1084
2112,1085
4:37 PM,1086
694,1087
965,1088
808,1089
1666,1090
1718,1091
753,1092
7:51 AM,1093
1164,1094
1596,1095
3:50 PM,1096
1369,1097
CO-1586-IAH-MCO,1098
127,1099
695,1100
199,1101
AA-2525-DFW-MIA,1102
1317,1103
947,1104
1253,1105
2438,1106
1619,1107
17,1108
539,1109
5:14 PM,1110
1355,1111
1:52 PM,1112
90,1113
1984,1114
289,1115
815,1116
2088,1117
10:49 AM,1118
AA-2312-DFW-DTW,1119
1590,1120
207,1121
1966,1122
1964,1123
541,1124
949,1125
163,1126
1403,1127
741,1128
2333,1129
1903,1130
69,1131
1781,1132
2021,1133
10:56 AM,1134
60,1135
2298,1136
120,1137
1717,1138
238,1139
12:48 PM,1140
630,1141
642,1142
1362,1143
1324,1144
1:19 PM,1145
446,1146
1926,1147
2203,1148
6:11 PM,1149
5:15 PM,1150
462,1151
794,1152
2068,1153
1601,1154
984,1155
121,1156
UA-2314-ATL-PHL,1157
1323,1158
3:15 PM,1159
11:05 AM,1160
1701,1161
1592,1162
1348,1163
276,1164
2059,1165
1915,1166
1287,1167
8:45 AM,1168
292,1169
2292,1170
968,1171
1202,1172
1325,1173
8:50 AM,1174
1046,1175
1098,1176
1591,1177
229,1178
2202,1179
7:20 PM,1180
401,1181
592,1182
1259,1183
2:40 PM,1184
707,1185
119,1186
10:37 AM,1187
2398,1188
11:57 PM,1189
mia,1190
1813,1191
2011,1192
1969,1193
7:57 AM,1194
3:58 PM,1195
691,1196
businesstravellogue,1197
88,1198
5:55 PM,1199
10:08 AM,1200
396,1201
1239,1202
595,1203
481,1204
641,1205
2371,1206
2235,1207
363,1208
633,1209
9:24 AM,1210
1971,1211
2011-12-01 Thu  19:33,1212
891,1213
1189,1214
2426,1215
89,1216
1892,1217
527,1218
2326,1219
471,1220
UA-382-IAD-LAX,1221
1178,1222
2405,1223
1800,1224
10:42 AM,1225
1938,1226
318,1227
45,1228
677,1229
1050,1230
385,1231
1659,1232
727,1233
1986,1234
1322,1235
1687,1236
831,1237
2:37 PM,1238
7,1239
237,1240
519,1241
2231,1242
AA-643-MIA-ORD,1243
3:36 PM,1244
945,1245
1093,1246
1074,1247
1550,1248
1470,1249
859,1250
1900,1251
1747,1252
1400,1253
2322,1254
465,1255
1041,1256
1121,1257
581,1258
4:17 PM,1259
1775,1260
910,1261
1665,1262
2304,1263
3:29 PM,1264
330,1265
11:34 AM,1266
2252,1267
1870,1268
636,1269
675,1270
504,1271
11:07 AM,1272
1370,1273
10:58 AM,1274
1694,1275
932,1276
1174,1277
458,1278
2334,1279
3:20 PM,1280
1181,1281
697,1282
1616,1283
1809,1284
450,1285
909,1286
AA-466-IAH-MIA,1287
8:40 PM,1288
1116,1289
1339,1290
1407,1291
65,1292
1572,1293
16,1294
654,1295
862,1296
4:30 PM,1297
540,1298
1:27 PM,1299
2239,1300
6:57 AM,1301
566,1302
2243,1303
6:13 PM,1304
950,1305
6:59 PM,1306
1587,1307
141,1308
AA-649-ORD-SNA,1309
821,1310
145,1311
10:24 PM,1312
6:09 AM,1313
801,1314
2210,1315
1974,1316
9:26 AM,1317
740,1318
1300,1319
792,1320
993,1321
1614,1322
2211,1323
1451,1324
1084,1325
1:11 PM,1326
1042,1327
UA-2515-DFW-CLT,1328
2030,1329
856,1330
8:52 AM,1331
1349,1332
86,1333
426,1334
2430,1335
1005,1336
1570,1337
1160,1338
1102,1339
1736,1340
787,1341
760,1342
2394,1343
563,1344
2051,1345
584,1346
1215,1347
10:36 PM,1348
617,1349
1444,1350
1540,1351
1631,1352
682,1353
8:03 PM,1354
2183,1355
333,1356
1534,1357
619,1358
302,1359
556,1360
12:45 PM,1361
470,1362
2:05 PM,1363
2369,1364
12:30 PM,1365
502,1366
469,1367
4:00 PM,1368
2279,1369
1479,1370
1895,1371
562,1372
1:46 PM,1373
2072,1374
2275,1375
814,1376
4:15 PM,1377
408,1378
8:31 AM,1379
938,1380
6:11 AM,1381
6:40 AM,1382
673,1383
369,1384
12:57 PM,1385
383,1386
1382,1387
7:07 AM,1388
9:00 AM,1389
2101,1390
1418,1391
1578,1392
1246,1393
532,1394
1007,1395
7:43 PM,1396
953,1397
343,1398
UA-854-SFO-IAH,1399
429,1400
1713,1401
1866,1402
1547,1403
1095,1404
1123,1405
558,1406
139,1407
2282,1408
2041,1409
AA-415-BOS-ORD,1410
1138,1411
8:37 AM,1412
2288,1413
10:04 AM,1414
19,1415
1872,1416
12:00 AM,1417
644,1418
1,1419
2143,1420
41,1421
1:35 PM,1422
440,1423
4:46 PM,1424
1288,1425
1305,1426
1661,1427
1685,1428
1785,1429
10:09 AM,1430
588,1431
1677,1432
345,1433
1901,1434
7:58 PM,1435
194,1436
1985,1437
959,1438
849,1439
2273,1440
3:25 PM,1441
137,1442
324,1443
894,1444
1312,1445
2312,1446
2313,1447
2107,1448
1509,1449
6:14 AM,1450
1252,1451
1054,1452
1754,1453
1840,1454
861,1455
CO-89-IAH-EWR,1456
1860,1457
798,1458
1837,1459
1947,1460
1145,1461
28,1462
25,1463
2:00 PM,1464
434,1465
4:49 PM,1466
236,1467
2140,1468
1803,1469
817,1470
255,1471
1002,1472
436,1473
6:08 AM,1474
1143,1475
9:16 PM,1476
2:04 PM,1477
1391,1478
2126,1479
403,1480
2178,1481
1663,1482
643,1483
940,1484
1911,1485
2144,1486
946,1487
1889,1488
CO-1193-EWR-MCO,1489
2:32 PM,1490
2363,1491
999,1492
2:30 PM,1493
1505,1494
1734,1495
3:05 PM,1496
730,1497
1488,1498
UA-938-DEN-ORD,1499
2388,1500
486,1501
1535,1502
582,1503
228,1504
725,1505
927,1506
1560,1507
6:55 PM,1508
2167,1509
1952,1510
2236,1511
6:13 AM,1512
1531,1513
1783,1514
1853,1515
219,1516
AA-1664-MIA-ATL,1517
439,1518
520,1519
1769,1520
24,1521
1471,1522
983,1523
1922,1524
2181,1525
5:05 PM,1526
11:08 PM,1527
1994,1528
620,1529
8:00 AM,1530
282,1531
2076,1532
2370,1533
1758,1534
726,1535
1:59 PM,1536
AA-271-MIA-LAX,1537
1529,1538
564,1539
2154,1540
1486,1541
655,1542
853,1543
1:31 PM,1544
577,1545
698,1546
4:43 PM,1547
2084,1548
8:51 AM,1549
1241,1550
1441,1551
1554,1552
4:10 PM,1553
1491,1554
1723,1555
UA-5487-SFO-MRY,1556
1741,1557
1301,1558
2445,1559
10:00 AM,1560
CO-45-EWR-MIA,1561
568,1562
1709,1563
1815,1564
1029,1565
976,1566
648,1567
2244,1568
12:13 PM,1569
735,1570
2284,1571
1833,1572
CO-47-IAH-LAX,1573
1309,1574
2232,1575
1238,1576
7:30 AM,1577
646,1578
123,1579
6:56 AM,1580
734,1581
1564,1582
1561,1583
173,1584
1214,1585
1608,1586
1061,1587
1388,1588
885,1589
1586,1590
443,1591
1357,1592
1085,1593
1605,1594
1593,1595
2358,1596
UA-257-JFK-SFO,1597
9:40 AM,1598
951,1599
524,1600
9:18 PM,1601
329,1602
10:39 AM,1603
1:15 PM,1604
12:15 PM,1605
217,1606
11:06 AM,1607
4:24 PM,1608
1791,1609
902,1610
386,1611
36,1612
2436,1613
622,1614
780,1615
738,1616
1192,1617
1544,1618
CO-1088-CLE-IAH,1619
171,1620
1720,1621
400,1622
2:10 PM,1623
1203,1624
1462,1625
827,1626
2308,1627
948,1628
66,1629
750,1630
1539,1631
651,1632
310,1633
836,1634
417,1635
1231,1636
6:07 AM,1637
1565,1638
387,1639
5:38 PM,1640
923,1641
6:25 PM,1642
3:12 PM,1643
1624,1644
366,1645
2267,1646
78,1647
555,1648
2247,1649
227,1650
766,1651
2391,1652
990,1653
150,1654
1386,1655
1801,1656
222,1657
1144,1658
2043,1659
8:54 AM,1660
2336,1661
2410,1662
6:30 PM,1663
1575,1664
12:42 PM,1665
1162,1666
8:23 PM,1667
1306,1668
1220,1669
1091,1670
1628,1671
2081,1672
1716,1673
2345,1674
10:20 AM,1675
1356,1676
12:12 PM,1677
742,1678
7:10 PM,1679
1888,1680
1643,1681
1958,1682
274,1683
880,1684
719,1685
710,1686
720,1687
1432,1688
2102,1689
7:17 AM,1690
223,1691
1951,1692
111,1693
5:21 AM,1694
1589,1695
2248,1696
quicktrip,1697
2280,1698
11:16 AM,1699
4:57 PM,1700
874,1701
1705,1702
2437,1703
2351,1704
772,1705
509,1706
578,1707
506,1708
721,1709
1896,1710
2271,1711
1240,1712
1283,1713
826,1714
1772,1715
893,1716
UA-2704-DTW-PHX,1717
ua,1718
899,1719
2368,1720
1459,1721
1079,1722
1937,1723
1374,1724
1689,1725
1773,1726
39,1727
1171,1728
6:45 PM,1729
70,1730
1609,1731
8:33 AM,1732
455,1733
1649,1734
2009,1735
travelocity,1736
6:19 PM,1737
CO-4888-IAH-DAL,1738
883,1739
191,1740
UA-2726-FLL-PHL,1741
615,1742
1032,1743
12:58 AM,1744
736,1745
1876,1746
80,1747
2086,1748
2128,1749
2240,1750
6:17 PM,1751
1992,1752
2122,1753
5:34 PM,1754
1839,1755
612,1756
2033,1757
864,1758
978,1759
811,1760
384,1761
12:19 AM,1762
9:57 AM,1763
1450,1764
802,1765
61,1766
2277,1767
1500,1768
525,1769
1058,1770
1823,1771
1436,1772
2427,1773
1055,1774
1487,1775
1066,1776
77,1777
1336,1778
AA-2050-ORD-MIA,1779
1729,1780
1483,1781
1953,1782
1543,1783
933,1784
2093,1785
2406,1786
331,1787
5:09 PM,1788
352,1789
2002,1790
845,1791
454,1792
1263,1793
487,1794
679,1795
259,1796
1015,1797
6:40 PM,1798
1001,1799
9:47 PM,1800
4:31 PM,1801
9:25 PM,1802
1264,1803
1688,1804
3:21 PM,1805
6:35 PM,1806
517,1807
785,1808
1212,1809
1272,1810
11:20 AM,1811
264,1812
aa,1813
2026,1814
11:19 AM,1815
UA-843-LAX-ORD,1816
1537,1817
425,1818
167,1819
838,1820
134,1821
1108,1822
2042,1823
4:20 PM,1824
7:25 AM,1825
1133,1826
9:11 AM,1827
2260,1828
2374,1829
9:52 PM,1830
1:09 PM,1831
1902,1832
1226,1833
7:53 PM,1834
3:28 PM,1835
6:55 AM,1836
AA-484-DFW-MIA,1837
1541,1838
2418,1839
975,1840
1934,1841
1753,1842
23,1843
211,1844
569,1845
1302,1846
920,1847
683,1848
40,1849
Not Available,1850
232,1851
10:12 AM,1852
208,1853
834,1854
1319,1855
1887,1856
374,1857
218,1858
917,1859
407,1860
12:41 PM,1861
1521,1862
3:38 PM,1863
1307,1864
789,1865
981,1866
360,1867
627,1868
632,1869
5:59 AM,1870
1508,1871
773,1872
1443,1873
2265,1874
483,1875
988,1876
1193,1877
42,1878
334,1879
784,1880
142,1881
935,1882
930,1883
1372,1884
1503,1885
1585,1886
1219,1887
3:30 PM,1888
world-flight-tracker,1889
1804,1890
786,1891
1881,1892
319,1893
1859,1894
8:04 AM,1895
133,1896
350,1897
806,1898
1198,1899
1893,1900
301,1901
8:40 AM,1902
2246,1903
662,1904
2032,1905
1034,1906
1038,1907
2209,1908
2148,1909
1427,1910
1525,1911
118,1912
3:04 PM,1913
574,1914
681,1915
1364,1916
316,1917
1742,1918
868,1919
1777,1920
934,1921
1024,1922
957,1923
1412,1924
804,1925
2307,1926
778,1927
168,1928
2159,1929
1383,1930
777,1931
7:41 AM,1932
658,1933
1063,1934
1:23 PM,1935
1183,1936
176,1937
2347,1938
552,1939
2011-12-01 3:29 PM (Estimated runway,1940
664,1941
463,1942
1502,1943
1831,1944
2008,1945
9:39 AM,1946
1672,1947
2145,1948
5:56 AM,1949
1598,1950
2393,1951
1884,1952
1912,1953
2380,1954
1627,1955
8:12 AM,1956
94,1957
12:55 PM,1958
1242,1959
Dec 02 - Not Available,1960
1582,1961
11:39 AM,1962
733,1963
2048,1964
2075,1965
2397,1966
2428,1967
1787,1968
1814,1969
1941,1970
419,1971
192,1972
1431,1973
2169,1974
2219,1975
2162,1976
2291,1977
1384,1978
2188,1979
358,1980
1440,1981
2297,1982
610,1983
967,1984
305,1985
1331,1986
2156,1987
886,1988
1177,1989
676,1990
1106,1991
200,1992
2321,1993
500,1994
1850,1995
1274,1996
1408,1997
1341,1998
1681,1999
1871,2000
9:29 AM,2001
413,2002
6:50 AM,2003
phl,2004
1523,2005
6,2006
678,2007
336,2008
10:54 AM,2009
AA-3823-LAX-DEN,2010
1134,2011
1698,2012
7:14 AM,2013
1743,2014
1652,2015
1385,2016
5:23 AM,2017
7:50 AM,2018
1615,2019
1281,2020
1377,2021
1413,2022
1165,2023
2095,2024
897,2025
807,2026
2158,2027
2309,2028
290,2029
206,2030
295,2031
489,2032
1933,2033
12:41 AM,2034
180,2035
5:42 PM,2036
1768,2037
1858,2038
1414,2039
1948,2040
8:39 PM,2041
2387,2042
2432,2043
593,2044
832,2045
979,2046
354,2047
8:26 PM,2048
1524,2049
1708,2050
1988,2051
12:30 AM,2052
1402,2053
6:17 AM,2054
1551,2055
2439,2056
2091,2057
1033,2058
2056,2059
216,2060
9:14 AM,2061
561,2062
2196,2063
2315,2064
1594,2065
1025,2066
1128,2067
449,2068
1208,2069
596,2070
922,2071
1176,2072
1410,2073
CO,2074
Dec 01 - Not Available,2075
2,2076
1468,2077
1843,2078
AA-1544-SAN-ORD,2079
2131,2080
3,2081
321,2082
1350,2083
365,2084
537,2085
1330,2086
1435,2087
panynj,2088
5:00 PM,2089
2191,2090
1277,2091
1327,2092
UA-2945-PHL-CLT,2093
2223,2094
1333,2095
1638,2096
456,2097
1124,2098
21,2099
640,2100
711,2101
1163,2102
431,2103
907,2104
2325,2105
626,2106
1191,2107
81,2108
1184,2109
1905,2110
536,2111
1512,2112
2078,2113
921,2114
8:43 PM,2115
1707,2116
10:43 AM,2117
10:15 PM,2118
1506,2119
1808,2120
2:46 PM,2121
1358,2122
204,2123
2070,2124
1448,2125
5:08 AM,2126
6:15 PM,2127
313,2128
1069,2129
1857,2130
320,2131
2227,2132
1449,2133
844,2134
95,2135
2060,2136
3:16 PM,2137
51,2138
977,2139
308,2140
1518,2141
11:02 AM,2142
706,2143
895,2144
2443,2145
672,2146
712,2147
2:44 PM,2148
1737,2149
1770,2150
1076,2151
731,2152
1908,2153
684,2154
1104,2155
3:27 PM,2156
747,2157
392,2158
1882,2159
140,2160
629,2161
829,2162
1574,2163
1447,2164
1334,2165
1522,2166
1:33 PM,2167
1472,2168
8:05 PM,2169
1828,2170
3:17 PM,2171
8:35 AM,2172
732,2173
144,2174
572,2175
13,2176
1344,2177
2050,2178
9:20 PM,2179
2383,2180
1291,2181
4:23 PM,2182
1347,2183
1913,2184
1802,2185
14,2186
1064,2187
623,2188
1692,2189
2057,2190
12:15 AM,2191
2403,2192
543,2193
529,2194
1071,2195
55,2196
2242,2197
293,2198
AA-59-JFK-SFO,2199
UA-37-EDI-EWR,2200
15,2201
2:52 PM,2202
AA-3859-IAH-ORD,2203
1150,2204
135,2205
1:39 PM,2206
2155,2207
526,2208
1021,2209
1222,2210
2222,2211
64,2212
870,2213
48,2214
245,2215
1173,2216
8:25 PM,2217
6:07 PM,2218
507,2219
1197,2220
5:42 AM,2221
AA-1221-MCO-ORD,2222
631,2223
2150,2224
