"Yannis E. Ioannidis, Viswanath Poosala",150
SEMCOG: an object-based image retrieval system and its visual query interface,151
"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",152
Closest pair queries in spatial databases,153
C. Mohan,154
Research in database engineering at the University of Namur,155
"Birgitta K&#246;nig-Ries, Kia Makki, Sam Makki, Charles Perkins, Niki Pissinou, Peter Reiher, Peter Scheuermann, Jari Veijalainen, Ouri Wolfson",156
A Low-Cost Storage Server for Movie on Demand Databases,157
Beyond document similarity: understanding value-based search and browsing technologies,158
Effective Memory Use in a Media Server,159
Murali Mani,160
PicoDBMS: Validation and Experience,161
Zoo: a desktop experiment management environment,162
"Peter A. Boncz, Tim R&#252;hl, Fred Kwakkel",163
"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",164
An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,165
"Zhiyuan Chen, Johannes Gehrke, Flip Korn",166
"Per-&#197;ke Larson, Goetz Graefe",167
"Brian Babcock, Chris Olston",168
Daniel A. Keim,169
Selective information dissemination in P2P networks: problems and solutions,170
The GMAP: A Versatile Tool for Physical Data Independence,171
Loading the Data Warehouse Across Various Parallel Architectures,172
A complete temporal relational algebra,173
"Werner Kie&#946;ling, Stefan Holland, Stefan Fischer, Thorsten Ehm",174
"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",175
Clustering by pattern similarity in large data sets,176
"Alan Demers, Johannes Gehrke, Rajmohan Rajaraman, Niki Trigoni, Yong Yao",177
An access control model supporting periodicity constraints and temporal reasoning,178
"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases",179
"Antonio Massari, Stefano Pavani, Lorenzo Saladini, Panos K. Chrysanthis",180
Analysis of existing databases at the logical level: the DBA companion project,181
"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton, Karthikeyan Ramasamy",182
The hcC-tree: An Efficient Index Structure for Object Oriented Databases,183
A configurable type hierarchy index for OODB,184
"Takahiko Shintani, Masaru Kitsuregawa",185
Collaborative Analytical Processing - Dream or Reality? (Panel abstract),186
A framework for implementing hypothetical queries,187
Semantic and schematic similarities between database objects: a context-based approach,188
Value-cognizant Speculative Concurrency Control,189
"Edwin H. Jacox, Hanan Samet",190
"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",191
"Patrick O'Neil, Dallan Quass",192
"Tim Finin, Anupam Joshi",193
Mining system audit data: opportunities and challenges,194
"John F. Roddick, Lina Al-Jadir, Leopoldo Bertossi, Marlon Dumas, Florida Estrella, Heidi Gregersen, Kathleen Hornsby, Jens Lufter, Federica Mandreoli, Tomi M&#228;nnist&#246;, Enric Mayol, Lex Wedemeijer",195
 ,196
"Jochen Van den Bercken, Bj&#246;rn Blohsfeld, Jens-Peter Dittrich, J&#252;rgen Kr&#228;mer, Tobias Sch&#228;fer, Martin Schneider, Bernhard Seeger",197
"Sudarshan S. Chawathe, Anand Rajaraman, Hector Garcia-Molina, Jennifer Widom",198
"Beng Chin Ooi, Jiawei Han, Hongjun Lu, Kian Lee Tan",199
"Kaushik Chakrabarti, Sharad Mehrotra",200
Online dynamic reordering,201
"Thomas Bergstraesser, Philip A. Bernstein, Shankar Pal, David Shutt",202
Efficiently publishing relational data as XML documents,203
"Wolf-Fritz Riekert, Roland Mayer-F&#246;ll, Gerlinde Wiest",204
On the computation of relational view complements,205
"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",206
"Sang H. Son, Rasikan David, Bhavani Thuraisingham",207
"Kaushik Chakrabarti, Eamonn Keogh, Sharad Mehrotra, Michael Pazzani",208
"Karl Aberer, Philippe Cudr&#233;-Mauroux, Anwitaman Datta, Zoran Despotovic, Manfred Hauswirth, Magdalena Punceva, Roman Schmidt",209
Cost-based query scrambling for initial delays,210
"Shu Lin, M. Tamer &#214;zsu, Vincent Oria, Raymond T. Ng",211
Author Index,212
Enhanced nearest neighbour search on the R-tree,213
"Carlo Combi, Giuseppe Pozzi",214
"Stephen Blott, Lukas Relly, Hans-J&#246;rg Schek",215
On the issue of valid time(s) in temporal databases,216
From Nested-Loop to Join Queries in OODB,217
"Beng Chin Ooi, Kian-Lee Tan, Tat Seng Chua, Wynne Hsu",218
Cache invalidation scheme for mobile computing systems with real-time data,219
A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,220
Database Architecture Optimized for the New Bottleneck: Memory Access,221
"Thomas Vetterli, Anca Vaduva, Martin Staudt",222
"Edwin M. Knorr, Raymond T. Ng, Vladimir Tucakov",223
"M. P. Papazoglou, B. J. Kr&#228;mer",224
"Yufei Tao, Dimitris Papadias",225
"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",226
"Markus M. Breunig, Hans-Peter Kriegel, Raymond T. Ng, J&#246;rg Sander",227
"Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",228
Formal query languages for secure relational databases,229
"Wen-Syan Li, K. Sel&#231;uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Qiong Luo, Wei-Kuang Waine Huang, Yusuf Akca, Cemal Yilmaz",230
Distributed Hypertext Resource Discovery Through Examples,231
Practical Issues with Commercial Use of Federated Databases,232
The Propel Distributed Services Platform,233
"Norio Katayama, Shin'ichi Satoh",234
"Ralph Kimball, Kevin Strehlo",235
On Efficiently Implementing SchemaSQL on an SQL Database System,236
Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,237
"James J. Lu, Guido Moerkotte, Joachim Schue, V. S. Subrahmanian",238
Data management research at the MITRE Corporation,239
SIGMOD challenges paper: database issues in telecommunications network management,240
Research in information managment at Dublin City University,241
Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,242
Query optimization at the crossroads,243
"Fault-tolerant, load-balancing queries in telegraph",244
"Vijay Atluri, Anupam Joshi, Yelena Yesha",245
Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,246
"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",247
"Andrew Eisenberg, Jim Melton",248
Jeff Sidell,249
"Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.",250
Environmental information systems,251
The nimble integration engine,252
databases and visualization,253
Capability based mediation in TSIMMIS,254
"Naphtali Rishe, Jun Yuan, Rukshan Athauda, Shu-Ching Chen, Xiaoling Lu, Xiaobin Ma, Alexander Vaschillo, Artyom Shaposhnikov, Dmitry Vasilevsky",255
"David Gibson, Jon M. Kleinberg, Prabhakar Raghavan",256
"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",257
Karl-Heinz Hess,258
"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",259
"Brigitta K&#246;nig-Ries, Peter C. Lockermann",260
"Chung-Min Chen, Munir Cochinwala, Claudio Petrone, Marc Pucci, Sunil Samtani, Patrizia Santa",261
The Garlic project,262
A cost model for query processing in high dimensional data spaces,263
An annotated bibliography on active databases (short version),264
Geoffrey C. Bowker,265
"Wilburt Juan Labio, Ramana Yerneni, Hector Garcia-Molina",266
"R. Maelbrancke, H. Olivi&#233;",267
"Anthony Tomasic, H&#233;ctor Garc&#237;a-Molina, Kurt Shoens",268
XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,269
"N. Bassiliades, Ioannis P. Vlahavas",270
"Theodore Johnson, Ethan L. Miller",271
"Arthur Whitney, Dennis Shasha",272
Is GUI programming a database research problem?,273
Middle-tier database caching for e-business,274
Combinatorial pattern discovery for scientific data: some preliminary results,275
"Phillip A. Bernstein, Alon Y. Halevy, Rachel A. Pottinger",276
Evaluation of remote backup algorithms for transaction-processing systems,277
MineSet(tm): A System for High-End Data Mining and Visualization,278
The Jungle database search engine,279
Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,280
"Gray Clossman, Phil Shaw, Mark Hapner, Johannes Klein, Richard Pledereder, Brian Becker",281
The Long-Term Preservation of Authentic Electronic Records,282
"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",283
"Tak W. Yan, Hector Garcia-Molina",284
TIMBER: a native system for querying XML,285
Improving the efficiency of database-system teaching,286
Estimating compilation time of a query optimizer,287
Scientific Journals: Extinction or Explosion? (Panel),288
"Alin Deutsch, Lucian Popa, Val Tannen",289
"Jayavel Shanmugasundaram, Eugene Shekita, Jerry Kiernan, Rajasekar Krishnamurthy, Efstratios Viglas, Jeffrey Naughton, Igor Tatarinov",290
Towards Automated Performance Tuning for Complex Workloads,291
Career-enhancing services at SIGMOD online,292
"Carlos Ordonez, Paul Cereghini",293
"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",294
"Anindya Datta, Kaushik Dutta, Krithi Ramamritham, Helen Thomas, Debra VanderMeer",295
"In reply to Domains, relations and religious wars",296
Supporting efficient multimedia database exploration,297
Update propagation strategies to improve freshness in lazy master replicated databases,298
Weidong Chen,299
An algebraic approach to static analysis of active database rules,300
"Joseph M. Hellerstein, Jeffrey F. Naughton",301
"Narayanan Shivakumar, Hector Garcia-Molina, Chandra Chekuri",302
Sherri Kennamer,303
Exposing undergraduate students to database system internals,304
GraphDB: Modeling and Querying Graphs in Databases,305
Hannes Spintzik,306
A workflow-based electronic marketplace on the Web,307
Temporal FDs on complex objects,308
FlowBack: providing backward recovery for workflow management systems,309
Dynamic itemset counting and implication rules for market basket data,310
Karl Aberer,311
"Rakesh Agrawal, Alexandre Evfimievski, Ramakrishnan Srikant",312
"Frank Moser, Achim Kraiss, Wolfgang Klas",313
"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",314
Sybase replication server,315
"Michael Greenwald, Sanjeev Khanna",316
Rainbow: multi-XQuery optimization using materialized XML views,317
"John S. Keen, William J. Dally",318
"Very Large Databases: How Large, How Different?",319
An introduction to spatial database systems,320
WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,321
"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases",322
"Chris Olston, Boon Thau Loo, Jennifer Widom",323
Temporal conditions and integrity constraints in active database systems,324
"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",325
"Alexander Aiken, Joseph M. Hellerstein, Jennifer Widom",326
Energy and rate based MAC protocol for wireless sensor networks,327
Integrating and customizing heterogeneous e-commerce applications,328
Rosa Meo,329
Hierarchies and relative operators in the OLAP environment,330
"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",331
"Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama",332
Database research at Arizona State University,333
"Zhaohui Xie, Jiawei Han",334
"Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",335
Serge Novaretti,336
Generating spatiotemporal datasets on the WWW,337
"Ashraf Aboulnaga, Surajit Chaudhuri",338
"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon",339
nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,340
One size fits all database architectures do not work for DSS,341
"Anastasios Kementsietsidis, Marcelo Arenas, Ren&#233;e J. Miller",342
"Klemens B&#246;hm, Karl Aberer, Erich J. Neuhold, Xiaoya Yang",343
Monitoring XML data on the Web,344
Warren Sterling,345
Indexing Multiple Sets,346
"Werner Kie&#223;ling, Helmut Schmidt, Werner Strau&#223;, Gerhard D&#252;nzinger",347
"Zachary Ives, Alon Levy, Jayant Madhavan, Rachel Pottinger, Stefan Saroiu, Igor Tatarinov, Shiori Betzler, Qiong Chen, Ewa Jaslikowska, Jing Su, Wai Tak Theodora Yeung",348
DBIS-toolkit: adaptable middleware for large scale data delivery,349
Partition selection policies in object database garbage collection,350
COUGAR: the network is the database,351
Multimedia streaming in large-scale sensor networks with mobile swarms,352
"Christoph Bussler, Dieter Fensel, Alexander Maedche",353
"Donko Donjerkovic, Raghu Ramakrishnan",354
The database research group at ETH Zurich,355
Research issues for data communication in mobile ad-hoc network database systems,356
Disseminating Updates on Broadcast Disks,357
"Kevin Chen-Chuan Chang, Seung-won Hwang",358
"Thomas St&#246;hr, Holger M&#228;rtens, Erhard Rahm",359
Loading a Cache with Query Results,360
Research activities in database management and information retrieval at University of Illinois at Chicago,361
Coalescing in Temporal Databases,362
"Chaitanya Baru, Gilles Fecteau",363
Scientific OLAP for the Biotech Domain,364
"Jiawei Han, Yongjian Fu",365
"Chee-Yong Chan, Yannis E. Ioannidis",366
"Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos, Yannis Kotidis",367
"Jim Melton, Jan Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz",368
Managing Web data,369
"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",370
"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",371
Data placement in shared-nothing parallel database systems,372
Efficient resumption of interrupted warehouse loads,373
"Roy Goldman, Jennifer Widom",374
Distributed query evaluation on semistructured data,375
"Mehmet Altinel, Demet Aksoy, Thomas Baby, Michael Franklin, William Shapiro, Stan Zdonik",376
Secure Buffering in Firm Real-Time Database Systems,377
"Jason Tsong-Li Wang, Dennis Shasha, George J. S. Chang, Liam Relihan, Kaizhong Zhang, Girish Patel",378
"Byoung-Kee Yi, Christos Faloutsos",379
Mapping data in peer-to-peer systems: semantics and algorithmic issues,380
"Can T&#252;rker, Michael Gertz",381
"Vipul Kashyap, Amit Sheth",382
Kweelt: more than just yet another framework to query XML!,383
"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",384
The Role of Integrity Constraints in Database Interoperation,385
"Andreas Reuter, Stefano Ceri, Jim Gray, Betty Salzberg, Gerhard Weikum",386
A model for compound type changes encountered in schema evolution,387
NeuroRule: A Connectionist Approach to Data Mining,388
Florida International University High Performance Database Research Center,389
"Ling Feng, Marfred A. Jeusfeld, Jeroen Hoppenbrouwers",390
"Hartmut Liefke, Dan Suciu",391
Chaitanya K. Baru,392
Distributing a search tree among a growing number of processors,393
"Flip Korn, S. Muthukrishnan, Yunyue Zhu",394
"Alexander Hinneburg, Daniel A. Keim",395
"Minos N. Garofalakis, Phillip B. Gibbon",396
"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",397
Objects and SQL (panel session): strange relations?,398
Database research at the University of Oklahoma,399
Indexing images in Oracle8i,400
"Yi-Leh Wu, Divyakant Agrawal, Amr El Abbadi",401
High availability of commercial applications,402
Lineage Tracing for General Data Warehouse Transformations,403
Hamid Pirahesh,404
"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",405
Jiawei Han,406
Datawarehousing Has More Colours Than Just Black &; White,407
DataSplash,408
"Optimizing queries using materialized views: a practical, scalable solution",409
Using quantitative information for efficient association rule generation,410
Model-Based Information Integration in a Neuroscience Mediator System,411
Range queries in OLAP data cubes,412
Laurent Vieille,413
An Overview of Repository Technology,414
Building Scalable Internet Applications with Oracle8i Server,415
The onion technique: indexing for linear optimization queries,416
Approximate join processing over data streams,417
XL: a platform for web services,418
"Bruce Berra, Kingsley Nwosu, Bhavani Thuraisingham",419
Approximate similarity retrieval with M-trees,420
"Mohana K. Lakhamraju, Rajeev Rastogi, S. Seshadri, S. Sudarshan",421
Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,422
Schema Mapping as Query Discovery,423
Mining Surprising Patterns Using Temporal Description Length,424
Efficient checking of temporal integrity constraints using bounded history encoding,425
"Yannis E. Ioannidis, Miron Livny, Anastassia Ailamaki, Anand Narayanan, Andrew Therber",426
A user-centered interface for querying distributed multimedia databases,427
A Formal Perspective on the View Selection Problem,428
On-line reorganization of sparsely-populated B+-trees,429
A template model for multidimensional inter-transactional association rules,430
"Edwin M. Knorr, Raymond T. Ng",431
Daniel J. Dietterich,432
Winnowing: local algorithms for document fingerprinting,433
"Mehmet Altinel, Michael J. Franklin",434
SPRINT: A Scalable Parallel Classifier for Data Mining,435
Data mining on an OLTP system (nearly) for free,436
A. R. Dasgupta,437
ODMG-93: a standard for object-oriented DBMSs,438
"Peter Dadam, Wolfgang Klas",439
"Timothy Griffin, Bharat Kumar",440
Influencing database language standards,441
Video anywhere: a system for searching and managing distributed heterogeneous video assets,442
"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",443
"Rosa Meo, Giuseppe Psaila, Stefano Ceri",444
A database interface for file update,445
"Kaippallimalil J. Jacob, Dennis Shasha",446
"Oscar D&#237;az, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari",447
Handling very large databases with informix extended parallel server,448
LEO - DB2's LEarning Optimizer,449
Finding Data in the Neighborhood,450
"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",451
"Piotr Indyk, Nick Koudas, S. Muthukrishnan",452
Hilbert R-tree: An Improved R-tree using Fractals,453
Indexing of now-relative spatio-bitemporal data,454
"David J. DeWitt, Navin Kabra, Jun Luo, Jignesh M. Patel, Jie-Bing Yu",455
"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",456
"Kwei-Jay Lin, Ching-Shan Peng",457
Spatial join selectivity using power laws,458
XML document versioning,459
E-commerce database issues and experience: (talk-slides available at at the conference),460
"Duminda Wijesekera, Sushil Jajodia, Francesco Parisi-Presicce, &#197;sa Hagstr&#246;m",461
Sergey Brin,462
Similarity Search in High Dimensions via Hashing,463
Knowledge discovery in data warehouses,464
VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,465
"Surajit Chaudhuri, Gerhard Weikum",466
"Mary Fern&#225;ndez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",467
Extended ephemeral logging: log storage management for applications with long lived transactions,468
Filtering with Approximate Predicates,469
Enhanced abstract data types in object-relational databases,470
"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",471
Answering XML Queries on Heterogeneous Data Sources,472
"Navin Kabra, David J. DeWitt",473
Query execution techniques for caching expensive methods,474
"Raghav Kaushik, Philip Bohannon, Jeffrey F Naughton, Henry F Korth",475
"Wen-Chi Hou, Zhongyang Zhang",476
Comparing Hybrid Peer-to-Peer Systems,477
Spatio-Temporal Retrieval with RasDaMan,478
"Malcolm Atkinson, Ronald Morrison",479
Charles Levine,480
"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",481
Torsten Grust,482
"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",483
P-Grid: a self-organizing structured P2P system,484
"Brad Adelberg, Ben Kao, Hector Garcia-Molina",485
Extracting Large-Scale Knowledge Bases from the Web,486
Chris Pound,487
"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",488
"David B. Lomet, Mark R. Tuttle",489
"Jim Melton, Andrew Eisenberg",490
Bifocal sampling for skew-resistant join size estimation,491
IPSOFACTO: a visual correlation tool for aggregate network traffic data,492
Fast Computation of Sparse Datacubes,493
The Microsoft database research group,494
Cost-based optimization of decision support queries using transient-views,495
"Byung Suk Lee, Gio Wiederhold",496
Goetz Graefe,497
Influence sets based on reverse nearest neighbor queries,498
MQseries and CICS link for Lotus Notes,499
"Guy Pardon, Gustavo Alonso",500
Modelling temporal thematic map contents,501
Highly concurrent cache consistency for indices in client-server database systems,502
"Peter Spyns, Robert Meersman, Mustafa Jarrar",503
