,0
"Chen Li, Ramana Yerneni, Vasilis Vassalos, Hector Garcia-Molina, Yannis Papakonstantinou, Jeffrey Ullman, Murty Valiveti",39
On-line reorganization of sparsely-populated B+-trees,40
David Lomet,41
Capturing both types and constraints in data integration,42
Opportunities in information management and assurance,43
CURE: an efficient clustering algorithm for large databases,44
An efficient bitmap encoding scheme for selection queries,45
Chris Eaton,46
David B. Lomet,47
"Sergey Melnik, Erhard Rahm, Philip A. Bernstein",48
"Thomas Eiter, James J. Lu, Thomas Lukasiewicz, V. S. Subrahmanian",49
"Pedro Jos&#233; Marr&#243;n, Georg Lausen",50
Safely and Efficiently Updating References During On-line Reorganization,51
Learning response time for WebSources using query feedback and application in query optimization,52
"Frederick R. Reiss, Tapas Kanungo",53
"Laura M. Haas, Michael J. Carey, Miron Livny, Amit Shukla",54
International Conference on Management of Data,55
"Ling Liu, Robert Meersman",56
"Mary Tork Roth, Peter M. Schwarz",57
"Peter G. Selfridge, Divesh Srivastava, Lynn O. Wilson",58
Fr&#233;d&#233;ric Cuppens,59
A Bayesian decision model for cost optimal record matching,60
"Elke A. Rundensteiner, Matthew O. Ward, Jing Yang, Punit R. Doshi",61
"Anindya Datta, Kaushik Dutta, Debra VanderMeer, Krithi Ramamritham, Shamkant B. Navathe",62
"Mario Gerla, Kaixin Xu",63
"FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets",64
Combining multi-visual features for efficient indexing in a large image database,65
"Avi Silberschatz, Stan Zdonik",66
Efficient algorithms for mining outliers from large data sets,67
"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",68
Data placement in shared-nothing parallel database systems,69
C. Gregory Doherty,70
"M. Seetha Lakshmi, Shaoyu Zhou",71
Kamar Aulakh,72
On mutli-resolution document transmission in mobile Web,73
"S. Adali, K. S. Candan, Y. Papakonstantinou, V. S. Subrahmanian",74
The need for distributed asynchronous transactions,75
Self-organizing data sharing communities with SAGRES,76
Torsten Grust,77
"Nick Koudas, Kenneth C. Sevcik",78
Cost-based optimization for magic: algebra and implementation,79
Discovering Web Services: An Overview,80
On the computation of relational view complements,81
QXtract: a building block for efficient information extraction from text databases,82
"Brad Adelberg, Ben Kao, Hector Garcia-Molina",83
"Jonathan Goldstein, Per-&#197;ke Larson",84
"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues",85
"C&#233;sar A. Galindo-Legaria, Arjan Pellenkoft, Martin L. Kersten",86
"Ling Liu, Calton Pu, Wei Tang, David Buttler, John Biggs, Tong Zhou, Paul Benninghoff, Wei Han, Fenghua Yu",87
"Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",88
"Jim Gray, Goetz Graefe",89
A. R. Dasgupta,90
"Krishnamurty Muralidhar, Rathindra Sarathy",91
"Reinhard Braumandl, Jens Clau&#223;en, Alfons Kemper",92
"Phillippe Bonnet, Kyle Buza, Zhiyuan Chan, Victor Cheng, Randolph Chung, Takako Hickey, Ryan Kennedy, Daniel Mahashin, Tobias Mayr, Ivan Oprencak, Praveen Seshadri, Hubert Siu",93
Spatial join selectivity using power laws,94
Research and practice in federated information systems,95
Exploiting constraint-like data characterizations in query optimization,96
"Jayavel Shanmugasundaram, Arvind Nithrakashyap, Rajendran Sivasankaran, Krithi Ramamritham",97
Capturing and Querying Multiple Aspects of Semistructured Data,98
Database indexing for large DNA and protein sequence collections,99
"David Lomet, Roger Barga, Surajit Chaudhuri, Paul Larson, Vivek Narasayya",100
A characterization of the sensitivity of query optimization to storage access cost parameters,101
"Ron Musick, Chris Miller",102
Are we working on the right problems? (panel),103
Multi-Dimensional Database Allocation for Parallel Data Warehouses,104
"Steven Berson, Shahram Ghandeharizadeh, Richard Muntz, Xiangyu Ju",105
DEVise: integrated querying and visual exploration of large datasets,106
"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",107
SEMCOG: an object-based image retrieval system and its visual query interface,108
"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",109
"Azer Bestavros, Kwei-Jay Lin, Sang Son",110
Sunil Choenni,111
"A robust, optimization-based approach for approximate answering of aggregate queries",112
"Alon Y. Levy, Anand Rajaraman, Joann J. Ordille",113
"Mihael Ankerst, Markus M. Breunig, Hans-Peter Kriegel, J&#246;rg Sander",114
Modelling temporal thematic map contents,115
Carnot and InfoSleuth: database technology and the World Wide Web,116
Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,117
"Osmar R. Za&#239;ane, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",118
"Naci S. Ishakbeyoglu, Z. Meral Ozsoyoglu",119
AutoAdmin what-if index analysis utility,120
"Konstantinos Sagonas, Terrance Swift, David S. Warren",121
"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon",122
Jiawei Han,123
Multi-dimensional clustering: a new data layout scheme in DB2,124
"Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suchow, Moshe Zloof",125
Inferring Function Semantics to Optimize Queries,126
Alon Y. Levy,127
Materialization: A Powerful and Ubiquitous Abstraction Pattern,128
Temporal conditions and integrity constraints in active database systems,129
Implementing deletion in B+-trees,130
Frank Leymann,131
"Quanzhong Li, Bongki Moon",132
Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,133
"Lars Baekgaard, Leo Mark",134
An extension of the relational data model to incorporate ordered domains,135
Tail recursion elimination in deductive databases,136
"A. Prasad Sistla, Ouri Wolfson, Yelena Yesha, Robert Sloan",137
Data Manager for Evolvable Real-time Command and Control Systems,138
Holistic twig joins: optimal XML pattern matching,139
"Daniel Barbar&#225;-Mill&#225;, Hector Garcia-Molina",140
Andrew Eisenberg,141
DNA-miner: a system prototype for mining DNA sequences,142
"Simon Gibbs, Christian Breiteneder, Dennis Tsichritzis",143
Gilles Fecteau,144
Storage Service Providers: a Solution for Storage Management? (Panel),145
"Asit Dan, Dinkar Sitaram",146
Efficient and Effective Clustering Methods for Spatial Data Mining,147
"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",148
Dirk D&#252;llmann,149
Adaptive precision setting for cached approximate values,150
Data Staging for On-Demand Broadcast,151
"Georges Gardarin, Fei Sha, Zhao-Hui Tang",152
"Jing Chen, Limsoon Wong, Louxin Zhang",153
"A. Prasad Sistla, Clement T. Yu, R. Haddad",154
Removing permissions in the flexible authorization framework,155
Jan Van den Bussche,156
"Venky Harinarayan, Anand Rajaraman, Jeffrey D. Ullman",157
"Eric N. Hanson, Lloyd X. Noronha",158
"Alexander Aiken, Joseph M. Hellerstein, Jennifer Widom",159
"Mary Tork Roth, Fatma Ozcan, Laura M. Haas",160
"Marianne Winslett, Kenneth Smith, Xiaolei Qian",161
"Carole Goble, Brian Read",162
Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,163
"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",164
Guest Editorial,165
"Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki, Dimitrios Gunopulos",166
XML document versioning,167
Gary Hallmark,168
Optimal clip ordering for multi-clip queries,169
"Bartek Kiepuszewski, Ralf Muhlberger, Maria E. Orlowska",170
"Byoung-Kee Yi, Christos Faloutsos",171
"Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet",172
Shalom Tsur,173
"Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan",174
"Hal Berenson, Phil Bernstein, Jim Gray, Jim Melton, Elizabeth O'Neil, Patrick O'Neil",175
"Peter Buneman, Atsushi Ohori",176
Using unknowns to prevent discovery of association rules,177
"Johannes Gehrke, Venkatesh Ganti, Raghu Ramakrishnan, Wei-Yin Loh",178
"Wen-Syan Li, Chris Clifton",179
A close look at the IFO data model,180
"Curtis E. Dyreson, Richard Thomas Snodgrass",181
Optimizing Multi-Feature Queries for Image Databases,182
"Theodore Johnson, Tamraparni Dasu",183
"Kiran J. Achyutuni, Edward Omiecinski, Shamkant B. Navathe",184
Multi-step processing of spatial joins,185
"David Lomet, Mark Tuttle",186
Caching Strategies for Data-Intensive Web Sites,187
Research issues in federated database systems: report of EFDBS '97 workshop,188
An algebraic approach to static analysis of active database rules,189
Experiences in Federated Databases: From IRO-DB to MIRO-Web,190
"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",191
Estimating page fetches for index scans with finite LRU buffers,192
ACM Transactions on Database Systems (TODS) ,193
"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",194
"Timothy Griffin, Bharat Kumar",195
Dynamic maintenance of data distribution for selectivity estimation,196
SQL open heterogeneous data access,197
Two techniques for on-line index modification in shared nothing parallel databases,198
Distributed deviation detection in sensor networks,199
"Yingwei Cui, Jennifer Widom",200
"High-Performance and Scalability through Application Tier,In-Memory Data Management",201
"Tak W. Yan, Jurgen Annevelink",202
Progressive evaluation of nested aggregate queries,203
Scalable parallel data mining for association rules,204
"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",205
"Shi Ming Huang, Irene Kwan, Chih He Li",206
Evolvable view environment (EVE): non-equivalent view maintenance under schema changes,207
"Amit Sheth, Clemens Bertram, Kshitij Shah",208
LOF: identifying density-based local outliers,209
"Mario A. Nascimento, J&#246;rg Sander, Jeffrey Pound",210
"Witold Litwin, Thomas Schwarz",211
"Stella Gatziu, Arne Koschel, G&#252;nter von B&#252;ltzingsloewen, Hans Fritschi",212
A complete temporal relational algebra,213
"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu, Cecilia Procopiuc, Jong Soo Park",214
A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,215
Mining Deviants in a Time Series Database,216
SONAR: system for optimized numeric association rules,217
"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos",218
Hierarchies and relative operators in the OLAP environment,219
The Montage extensible DataBlade architecture,220
"Self-adaptive, on-line reclustering of complex object data",221
Temporal database system implementations,222
"Fabio Casati, Ming-Chien Shan",223
Towards an ODMG-Compliant Visual Object Query Language,224
Formal semantics and analysis of object queries,225
Range queries in OLAP data cubes,226
Coordinating backup/recovery and data consistency between database and file systems,227
"E. Panagos, A. Biliris",228
Online query processing: a tutorial,229
Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,230
Database patchwork on the Internet,231
"Minos N. Garofalakis, Yannis E. Ioannidis",232
"Adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis",233
"Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Giuseppe Psaila",234
"Alexandros Labrinidis, Nick Roussopoulos",235
"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",236
The pyramid-technique: towards breaking the curse of dimensionality,237
"Declarative Data Cleaning: Language, Model, and Algorithms",238
"Bettina Berendt, Myra Spiliopoulou",239
"Per-&#197;ke Larson, Dana Florescu, Goetz Graefe, Guido Moerkotte, Hamid Pirahesh, Harald Sch&#246;ning",240
"Chengkai Li, Philip Bohannon, P. P. S. Narayan",241
"Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",242
"Riza Cenk Erdur, O&#287;uz Dikenelli",243
SQL standardization: the next steps,244
Adaptive selectivity estimation using query feedback,245
"Ming-Ling Lo, Chinya V. Ravishankar",246
Synthesis of extended transaction models using ACTA,247
Dual-Buffering Strategies in Object Bases,248
Kenneth R. Jacobs,249
Guido Moerkotte,250
"Luca Forlizzi, Ralf Hartmut G&#252;ting, Enrico Nardelli, Markus Schneider",251
Computing complete answers to queries in the presence of limited access patterns,252
"Sergey Brin, Rajeev Motwani, Craig Silverstein",253
Sensor: the atomic computing particle,254
"Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",255
OLAP++: Powerful and Easy-to-Use Federations of OLAP and Object Databases,256
"Nick Koudas, Divesh Srivastava",257
A conceptual architecture for semantic web enabled web services,258
Executing SQL over encrypted data in the database-service-provider model,259
Congressional samples for approximate answering of group-by queries,260
"SQL: 1999, formerly known as SQL3",261
Integrating modelling systems for environmental management information systems,262
The Changing Landscape of the Software Industry and its Implications for India,263
Optimizing Queries on Compressed Bitmaps,264
"Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",265
ACDN: a content delivery network for applications,266
"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",267
Using quantitative information for efficient association rule generation,268
"i3: intelligent, interactive investigation of OLAP data cubes",269
"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",270
Data modelling in the large,271
"Ordering Information, Conference Organizers, Program Committees, Additional Reviewers, Additional Demonstrations Reviewers, Sponsors, VLDB Endowment, Preface, Foreword",272
"A. Maedche, B. Motik, L. Stojanovic",273
"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",274
Materialized view selection and maintenance using multi-query optimization,275
Fine-grained sharing in a page server OODBMS,276
"Minos N. Garofalakis, Yannis E. Ioannidis, Banu &#214;zden",277
Dennis Shasha,278
"Chris Olston, Jennifer Widom",279
Jack A. Orenstein,280
Efficient materialization and use of views in data warehouses,281
"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",282
"Felix Naumann, Ulf Leser, Johann Christoph Freytag",283
"Susan Malaika, Andrew Eisenberg, Jim Melton",284
"Transactional information systems: theory, algorithms, and the practice of concurrency control and recovery",285
Cache investment: integrating query optimization and distributed data placement,286
Extended ephemeral logging: log storage management for applications with long lived transactions,287
Incremental computation of nested relational query expressions,288
"Surajit Chaudhuri, Vivek R. Narasayya",289
Building Hierarchical Classifiers Using Class Proximity,290
"Theo H&#228;rder, G&#252;nter Sauter, Joachim Thomas",291
Corporate Act-Net Consortium,292
"Thomas Brinkhoff, Hans-Peter Kriegel",293
SQL/MED: a status report,294
"Kenneth Salem, Kevin Beyer, Bruce Lindsay, Roberta Cochrane",295
Push Technology Personalization through Event Correlation,296
"Khaled Alsabti, Sanjay Ranka, Vineet Singh",297
StatiX: making XML count,298
Information warfare and security,299
A performance study of four index structures for set-valued attributes of low cardinality,300
PBIR - perception-based image retrieval,301
"Sang H. Son, Rasikan David, Bhavani Thuraisingham",302
WaveCluster: a wavelet-based clustering approach for spatial data in very large databases,303
"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",304
Views in a large-scale XML repository,305
User-Optimizer Communication using Abstract Plans in Sybase ASE,306
Data in your face: push technology in perspective,307
Extending Practical Pre-Aggregation in On-Line Analytical Processing,308
Process Automation as the Foundation for E-Business,309
Moving up the food chain: supporting e-commerce applications on databases,310
Providing database-like access to the Web using queries based on textual similarity,311
"Roberto J. Bayardo, Jr.",312
"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",313
"Michael H. B&#246;hlen, Christian S. Jensen, Richard Thomas Snodgrass",314
Synchronization and recovery in a client-server storage system,315
TIMBER: a native system for querying XML,316
Materialized view maintenance and integrity constraint checking: trading space for time,317
Pedro Celis,318
Online dynamic reordering,319
An open abstract-object storage system,320
"Ioana Manolescu, Daniela Florescu, Donald Kossmann, Florian Xhumari, Dan Olteanu",321
Managing Web data,322
"Robert Baumgartner, Sergio Flesca, Georg Gottlob",323
"Alon Y. Levy, Abraham Silberschatz, Divesh Srivastava, Maria Zemankova",324
"Zachary G. Ives, Daniela Florescu, Marc Friedman, Alon Levy, Daniel S. Weld",325
"Mitch Cherniack, Michael J. Franklin, Stanley B. Zdonik",326
An effective hash-based algorithm for mining association rules,327
"Database tuning: principles, experiments, and troubleshooting techniques (part II)",328
"Mahesh V. Joshi, Ramesh C. Agarwal, Vipin Kumar",329
Sunita Sarawagi,330
A comparison of selectivity estimators for range queries on metric attributes,331
Optimizing Jan Jannink's Implementation of B+-tree deletion,332
"Julio C. Navas, Michael Wynblatt",333
Enabling End-users to Construct Data-intensive Web-sites from XML Repositories: An Example-based Approach,334
The third manifesto,335
"W. O'Connell, I. T. Ieong, D. Schrader, C. Watson, G. Au, A. Biliris, S. Choo, P. Colin, G. Linderman, E. Panagos, J. Wang, T. Walter",336
Designing and mining multi-terabyte astronomy archives: the Sloan Digital Sky Survey,337
Cover your assets,338
The SPIFFI scalable video-on-demand system,339
"Munir Cochinwala, John Bradley",340
"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",341
DataSplash,342
Goal-oriented buffer management revisited,343
"V. W. Setzer, Andrea Zisman",344
SuperSQL: an extended SQL for database publishing and presentation,345
In-memory data management for consumer transactions the timesten approach,346
WinMagic: subquery elimination using window aggregation,347
Querying Heterogeneous Information Sources Using Source Descriptions,348
Starting (and Sometimes Ending) a Database Company,349
"Vagelis Hristidis, Nick Koudas, Yannis Papakonstantinou",350
SQLEM: fast clustering in SQL using the EM algorithm,351
The SR-tree: an index structure for high-dimensional nearest neighbor queries,352
"Curtis E. Dyreson, Michael H. B&#246;hlen, Christian S. Jensen",353
Dali: A High Performance Main Memory Storage Manager,354
"Igor Tatarinov, Zachary G. Ives, Alon Y. Halevy, Daniel S. Weld",355
"Yannis E. Ioannidis, Raymond T. Ng, Kyuseok Shim, Timos K. Sellis",356
Processing complex aggregate queries over data streams,357
On wrapping query languages and efficient XML integration,358
"Oscar D&#237;az, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari",359
"Erik G. Hoel, Hanan Samet",360
Research issues in active database systems: report from the closing panel at RIDE-ADS '94,361
"Rajgopal Kannan, Ram Kalidindi, S. S. Iyengar, Vijay Kumar",362
Automata theory for XML researchers,363
AlphaSort: a cache-sensitive parallel external sort,364
"Kotagiri Ramamohanarao, James Harland",365
"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",366
"Seema Sundara, Ying Hu, Timothy Chorma, Nipun Agarwal, Jagannathan Srinivasan",367
A Foundation for Multi-dimensional Databases,368
"Can T&#252;rker, Michael Gertz",369
Wolfgang May,370
Clustering methods for large databases: from the past to the future,371
"H. V. Jagadish, Daniel F. Lieuwen, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",372
A survey of logical models for OLAP databases,373
"Nicolas Bruno, Surajit Chaudhuri",374
"Jos&#233; A. Blakeley, Michael J. Pizzo",375
Software as a service: ASP and ASP aggregation,376
"Michael Greenwald, Sanjeev Khanna",377
"Linan Jiang, Betty Salzberg, David B. Lomet, Manuel Barrena Garc&#237;a",378
Selectivity estimation for spatio-temporal queries to moving objects,379
"Anja Theobald, Gerhard Weikum",380
"Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang",381
Ralf Hartmut G&#252;ting,382
"Daniela Florescu, Alon Levy, Ioana Manolescu, Dan Suciu",383
Garbage collection in object-oriented databases using transactional cyclic reference counting,384
"K. V. Ravi Kanth, Siva Ravada, Jayant Sharma, Jay Banerjee",385
Microsoft TerraServer: a spatial data warehouse,386
Formal query languages for secure relational databases,387
"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",388
"D. Abadi, D. Carney, U. &#199;etintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",389
Managing Intervals Efficiently in Object-Relational Databases,390
ROLEX: relational on-line exchange with XML,391
Continually evaluating similarity-based pattern queries on a streaming time series,392
Manipulating Interpolated Data is Easier than You Thought,393
"COSIMA- your smart, speaking E-salesperson",394
"Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, J&#233;r&#244;me Sim&#233;on",395
EXACT: an extensible approach to active object-oriented databases,396
A super scalar sort algorithm for RISC processors,397
Concurrency in the Data Warehouse,398
"Sudarshan S. Chawathe, Anand Rajaraman, Hector Garcia-Molina, Jennifer Widom",399
"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis",400
"Binto George, Jayant R. Haritsa",401
"Wai Fu Fung, David Sun, Johannes Gehrke",402
Duplicate Removal in Information System Dissemination,403
"Alexandros Nanopoulos, Yannis Theodoridis, Yannis Manolopoulos",404
"Junghoo Cho, Narayanan Shivakumar, Hector Garcia-Molina",405
Dale A. Stirling,406
"Nathan Goodman, Steve Rozen, Lincoln Stein",407
"David Buttler, Matthew Coleman, Terence Critchlow, Renato Fileto, Wei Han, Calton Pu, Daniel Rocco, Li Xiong",408
Security of random data perturbation methods,409
Enterprise Java platform data access,410
Query previews for networked information systems: a case study with NASA environmental data,411
MineSet(tm): A System for High-End Data Mining and Visualization,412
"Brian Babcock, Chris Olston",413
Towards a database body of knowledge: a study from Spain,414
Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,415
Ibrahim Cingil,416
Warehousing Workflow Data: Challenges and Opportunities,417
XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,418
"Zo&#233; Lacroix, Omar Boucelma",419
Felicity George,420
Potter's Wheel: An Interactive Data Cleaning System,421
"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer",422
"Dimitrios Georgakopoulos, Marek Rusinkiewicz, Witold Litwin",423
Re&#233;e J. Miller,424
Experiences in mining aviation safety data,425
"Jeffrey Parsons, Yair Wand",426
"Amol Deshpande, Minos Garofalakis, Rajeev Rastogi",427
"Lionel Brunie, Harald Kosch",428
A theory of redo recovery,429
"Omar Boucelma, Silvana Castano, Carole Goble, Vanja Josifovski, Zo&#233; Lacroix, Bertram Lud&#228;scher",430
Arnon Rosenthal,431
"Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi",432
"Gurmeet Singh Manku, Sridhar Rajagopalan, Bruce G. Lindsay",433
"Mary Fern&#225;ndez, Daniela Florescu, Alon Levy, Dan Suciu",434
Curtis E. Dyreson,435
"D. Calvanese, G. De Giacomo, M. Lenzerini, M. Y. Vardi",436
"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei",437
FlowBack: providing backward recovery for workflow management systems,438
"Stephen Blott, Henry F. Korth, Abraham Silberschatz",439
Li Yang,440
"A. Prasad Sistla, Ouri Wolfson",441
"Hartmut Liefke, Dan Suciu",442
Why decision support fails and how to fix it,443
"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)",444
An overview of data warehousing and OLAP technology,445
Unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,446
Florida International University High Performance Database Research Center,447
"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",448
Bart Kuijpers,449
XPRESS: a queriable compression for XML data,450
Object normal forms and dependency constraints for object-oriented schemata,451
"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",452
DLFM: a transactional resource manager,453
GTE SuperPages: Using IR Techniques for Searching Complex Objects,454
"V. S. Verykios, G. V. Moustakides, M. G. Elfeky",455
Template-based wrappers in the TSIMMIS system,456
"Claire Morpain, Mich&#233;le Cart, Jean Ferri&#233;, Jean-Fran&#231;ois Pons",457
"Avi Silberschatz, Mike Stonebraker, Jeff Ullman",458
A study on the management of semantic transaction for efficient data retrieval,459
Enhanced hypertext categorization using hyperlinks,460
Anil K. Nori,461
Performance tradeoffs for client-server query processing,462
"Edwin H. Jacox, Hanan Samet",463
"Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002.",464
"Yuan-Chi Chang, Lawrence Bergman, Vittorio Castelli, Chung-Sheng Li, Ming-Ling Lo, John R. Smith",465
Goetz Graefe,466
"J. Baulier, P. Bohannon, S. Gogate, C. Gupta, S. Haldar",467
"Workflow automation: applications, technology and research",468
"Laks V. S. Lakshmanan, Carson Kai-Sang Leung, Raymond T. Ng",469
"Umesh Maheshwari, Barbara Liskov",470
An adaptive peer-to-peer network for distributed caching of OLAP results,471
"Wenke Lee, Wei Fan",472
A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,473
Efficient checking of temporal integrity constraints using bounded history encoding,474
"Steven Berson, Leana Golubchik, Richard R. Muntz",475
Stream processing of XPath queries with predicates,476
Mario A. Nascimento,477
"David Buttler, Ling Liu, Calton Pu, Henrique Paques, Wei Han, Wei Tang",478
Charles Levine,479
Probabilistic object bases,480
Ron Sacks-Davis,481
The Grid: an application of the semantic web,482
A Scalable Algorithm for Answering Queries Using Views,483
Report on first international workshop on real-time database systems,484
"S. Misbah Deen, Anant Jhingran, Shamkant B. Navathe, Erich J. Neuhold, Gio Wiederhold",485
"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",486
Integration of spatial join algorithms for processing multiple inputs,487
Understanding the global semantics of referential actions using logic rules,488
XSB as an efficient deductive database engine,489
"Roger S. Barga, Calton Pu",490
XCache: a semantic caching system for XML queries,491
"Ken Smith, Leo Obrst",492
The Complexity of Transformation-Based Join Enumeration,493
Data Compression Support in Databases,494
A Database Platform for Bioinformatics,495
Oracle media server: providing consumer based interactive access to multimedia data,496
A database approach to quality of service specification in video databases,497
Semantic caching of Web queries,498
"Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras",499
Semantic video indexing: approach and issues,500
"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",501
"John Nauman, Ray Suorsa",502
Distance browsing in spatial databases,503
"G. Kappel, W. Retschitzegger",504
"Surajit Chaudhuri, Rajeev Motwani, Vivek Narasayya",505
A consensus glossary of temporal database concepts,506
