,0
"Alin Deutsch, Mary F. Fernandez, Dan Suciu",49
Ensuring Relaxed Atomicity for Flexible Transactions in Multidatabase Systems,50
Optimizing Multi-Feature Queries for Image Databases,51
FileNet Integrated Document Management Database Usage and Issues,52
Secure Buffering in Firm Real-Time Database Systems,53
"Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet",54
Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,55
Querying structured text in an XML database,56
Exploiting main memory DBMS features to improve real-time concurrency control protocols,57
"King-Ip Lin, Harpreet S. Sawhney, Rakesh Agrawal, Kyuseok Shim",58
"Lise Getoor, Benjamin Taskar, Daphne Koller",59
Efficiently mining long patterns from databases,60
T2: A Customizable Parallel Database for Multi-Dimensional Data,61
MultiMediaMiner: A System Prototype for Multimedia Data Mining,62
Temporal Integrity Constraints with Indeterminacy,63
"Pin-Kwang Eng, Kian-Lee Tan, Beng Chin Ooi",64
"Osmar R. Za&#239;ane, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",65
Evolving teradata decision support for massively parallel processing with UNIX,66
Arnaud Sahuguet,67
"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",68
"Bj&#246;rn T. J&#243;nsson, Michael J. Franklin, Divesh Srivastava",69
Metrics for Accessing Heterogeneous Data: Is There Any Hope? (Panel),70
Supporting valid-time indeterminacy,71
"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",72
Eddies: continuously adaptive query processing,73
A super scalar sort algorithm for RISC processors,74
"Ambuj K. Singh, Kothuri Venkata Ravi Kanth, Divyakant Agrawal",75
Design and implementation of RMP: a virtual electronic market place,76
The SIFT information dissemination system,77
"Laks V. S. Lakshmanan, Alex Pang, Raymond T. Ng, Jiawei Han",78
"2,000",79
"Theo H&#228;rder, G&#252;nter Sauter, Joachim Thomas",80
"Michael Steinbrunn, Klaus Peithner, Guido Moerkotte, Alfons Kemper",81
Closing the key loophole in MLS databases,82
"Krishnamurty Muralidhar, Rathindra Sarathy",83
Join queries with external text sources: execution and optimization techniques,84
"Tiziana Catarci, Isabel F. Cruz",85
"Daniela Florescu, Alon Levy, Alberto Mendelzon",86
"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",87
"Stella Gatziu, Manfred Jeusfeld, Martin Staudt, Yannis Vassiliou",88
"Arnold Charles Meltzer, Dong Keun Shin",89
Business Data Management for B2B Electronic Commerce,90
On parallel execution of multiple pipelined hash joins,91
Update propagation strategies to improve freshness in lazy master replicated databases,92
AQR-toolkit: an adaptive query routing middleware for distributed data intensive systems,93
Report on the Second IEEE Metadata Conference (Metadata '97),94
"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",95
Reminiscences an Influential Papers,96
Linking Business to Deliver Value: A Data Management Challenge,97
John L. Schnase,98
Searching in metric spaces with user-defined and approximate distances,99
Query optimization at the crossroads,100
On the Academic Interview Circuit: An End-to-End Discussion,101
Why I like working in academia,102
Mark Sullivan,103
Spotfire: An Information Exploration Environment,104
Winnowing: local algorithms for document fingerprinting,105
A Cost Model for Clustered Object-Oriented Databases,106
Index Concurrency Control in Firm Real-Time Database Systems,107
Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,108
Storage Service Providers: a Solution for Storage Management? (Panel),109
"Counting, enumerating, and sampling of execution plans in a cost-based query optimizer",110
The OASIS multidatabase prototype,111
Hector Garcia-Molina Speaks Out,112
"Ibrahim Kamel, Christos Faloutsos",113
Snowball: A Prototype System for Extracting Relations from Large Text Collections,114
Joseph Fong,115
"Peter Muth, Patrick E. O'Neil, Achim Pick, Gerhard Weikum",116
Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,117
"Nick Roussopoulos, Alexandros Labrinidis",118
A complete temporal relational algebra,119
"Tore Risch, Vanja Josifovski",120
LH*RS: a high-availability scalable distributed data structure using Reed Solomon Codes,121
Towards Self-Tuning Data Placement in Parallel Database Systems,122
"Bart Meltzer, Robert Glushko",123
"Joachim W. Schmidt, Florian Matthes",124
Work and Information Practices in the Sciences of Biodiversity,125
"A. R. Hurson, Simin H. Pakzad, M. W. Bright",126
Towards Automated Performance Tuning for Complex Workloads,127
"Krithi Ramamritham, Jayant R. Haritsa, Ramesh Gupta",128
"Daniela Florescu, Donald Kossmann, Dan Olteanu, Ioana Manolescu, Florian Xhumari",129
The SAMOS active DBMS prototype,130
Contracting in the Days of eBusiness,131
Prakash Ramanan,132
"W. H&#252;mmer, W. Lehner, H. Wedekind",133
"Paul Ammann, Sushil Jajodia, Indrakshi Ray",134
"Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas",135
Dynamic multidimensional histograms,136
"Eric Dujardin, Eric Simon, Marie-Jo Bellosta, Eric Amiel",137
"Nandit Soparkar, Krithi Ramamritham",138
Indexing Images in Oracle8i,139
"Hector Garcia-Molina, Himanshu Gupta, Wilburt Labio, Yue Zhuge, Janet L. Wiener, Jennifer Widom",140
A modified random perturbation method for database security,141
Career-Enhancing Services at SIGMOD Online,142
"Lessons from Wall Street: case studies in configuration, tuning, and distribution",143
"Azer Bestavros, Spyridon Braoudakis",144
DynaMat: a dynamic view management system for data warehouses,145
"Abraham Silberschatz, Sumit Ganguly, Yossi Matias, Phillip B. Gibbons",146
"Report on the First International Conference on Ontologies, Databases and Applications of Semantics",147
"Hongyan Liu, Hongjun Lu",148
"Jochen van den Bercken, Jens-Peter Dittrich, Bernhard Seeger",149
Query Optimization in the Presence of Limited Access Patterns,150
Data warehousing and business intelligence for e-commerce: by Alan R. Simon & Steven L. Shaffer,151
Optimization techniques for queries with expensive methods,152
"Hua-Gang Li, Sin Yeung Lee, Tok Wang Ling",153
Outlier Detection for High Dimensional Data,154
"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",155
Amalgamating Knowledge Bases,156
"Norio Katayama, Shin'ichi Satoh",157
DOMINO: databases fOr MovINg Objects tracking,158
Automatic discovery of language models for text databases,159
"Mustafa Jarrar, Peter Spyns, Robert Meersman",160
Are Web Services the Next Revolution in e-Commerce? (Panel),161
"Information translation, mediation, and mosaic-based browsing in the TSIMMIS system",162
"Mihnea Andrei, Patrick Valduriez",163
Rondo: A Programming Platform for Generic Model Management,164
"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",165
The Changing Landscape of the Software Industry and its Implications for India,166
"Carole A. Goble, David De Roure",167
A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters,168
"Jian Pei, Guozhu Dong, Ke Wang, Jiawei Han, Jianyong Wang",169
"Jian Pei, Jiawei Han, Yiwen Yin",170
Temporal aggregation in active database rules,171
Outerjoins as disjunctions,172
Query Unnesting in Object-Oriented Databases,173
"H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Viswanath Poosala, Kenneth C. Sevcik, Torsten Suel",174
Conceptual modeling and specification generation for B2B business processes based on ebXML,175
"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",176
SPRINT: A Scalable Parallel Classifier for Data Mining,177
"Scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies",178
OFL: a functional execution model for object query languages,179
"Sushil Jajodia, Amihai Motro, Edgar H. Sibley, Alexander Brodsky, Larry Kerschberg, Xiaoyang Sean Wang, Daniel Barbará",180
COUGAR: the network is the database,181
"Paul W. P. J. Grefen, Peter M. G. Apers, Jochem Vonk",182
"Mike Carey, Len Seligman",183
Amalgamating knowledge bases,184
Objects and SQL (panel session): strange relations?,185
"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",186
Extraction of object-oriented structures from existing relational databases,187
Combinatorial pattern discovery for scientific data: some preliminary results,188
"Rune Humborstad, Maitrayi Sabaratnam, Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen",189
"Eric Amiel, Marie-Jo Bellosta, Eric Dujardin, Eric Simon",190
OFL: A Functional Execution Model for Object Query Languages,191
"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",192
"Chuck Cranor, Theodore Johnson, Oliver Spataschek, Vladislav Shkapenyuk",193
The Effectiveness of GlOSS for the Text Database Discovery Problem,194
IPSOFACTO: a visual correlation tool for aggregate network traffic data,195
"King Lum Cheung, Ada Wai-Chee Fu",196
Extracting Entity Profiles from Semistructured Information Spaces,197
"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",198
Efficient Testing of High Performance Transaction Processing Systems,199
"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",200
Lore: a database management system for semistructured data,201
An anonymous electronic commerce scheme with an off-line authority and untrusted agents,202
"Donald Kossmann, Michael J. Franklin, Björn Þór Jónsson",203
Selectivity Estimation using Probabilistic Models,204
Location-based spatial queries,205
"Ren&#233;e J. Miller, Laura M. Haas, Mauricio A. Hern&#225;ndez",206
"Simon Gibbs, Christian Breiteneder, Dennis Tsichritzis",207
"Laks V. S. Lakshmanan, Raymond T. Ng, Carson Kai-Sang Leung",208
Red brick warehouse: a read-mostly RDBMS for open SMP platforms,209
1-Safe Algorithms for Symmetric Site Configurations,210
"Ibrahim Cingil, Nazife Dimililer, Nesime Tatbul, Ilker Durusoy, Asuman Dogac, Pinar Koksal, Sena Nural Arpinar",211
Metadata in video databases,212
"Junyan Ding, Luis Gravano, Narayanan Shivakumar",213
"Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer &#214;zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal",214
Integrating Modelling Systems for Environmental Management Information Systems,215
A unified framework for enforcing multiple access control policies,216
Handling very large databases with informix extended parallel server,217
The Impact of Database Research on Industrial Products (Panel Summary),218
"Michael G. Norman, Thomas Zurek, Peter Thanisch",219
RainForest - A Framework for Fast Decision Tree Construction of Large Datasets,220
Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data,221
A structured approach for the definition of the semantics of active databases,222
"Jeffrey F. Naughton, Janet L. Wiener",223
Global optimization of histograms,224
Management of Data and Services in the Environmental Information System (UIS) of Baden-Württemberg,225
Enhanced Hypertext Categorization Using Hyperlinks,226
HD-Eye: visual clustering of high dimensional data,227
ADAM: a testbed for exploring the use of data mining in intrusion detection,228
"Curtis E. Dyreson, Torben Bach Pedersen, Christian S. Jensen",229
Book review column,230
"Database tuning: principles, experiments, and troubleshooting techniques (part II)",231
Database Management Systems and the Internet,232
"Declarative Data Cleaning: Language, Model, and Algorithms",233
"PowerBookmarks: a system for personalizable Web information organization, sharing, and management",234
"Florian Waas, C&#233;sar Galindo-Legaria",235
"E. Radeke, R. B&#246;ttger, B. Burkert, Y. Engel, G. Kachel, S. Kolmschlag, D. Nolte",236
Probabilistic Optimization of Top N Queries,237
The need for distributed asynchronous transactions,238
"Claude Delobel, Sophie Cluet, Sihem Amer-Yahia",239
"S. Amer-Yahia, S. Cho, L. V. S. Lakshmanan, D. Srivastava",240
Staggered Striping in Multimedia Information Systems,241
High Availability of Commercial Applications,242
Belief reasoning in MLS deductive databases,243
"Yannis Theodoridis, Mario A. Nascimento",244
Moving up the food chain: supporting e-commerce applications on databases,245
"Prasad M. Deshpande, Karthikeyan Ramasamy, Amit Shukla, Jeffrey F. Naughton",246
"Giuseppe Psaila, Stefano Ceri, Stefano Paraboschi, Piero Fraternali",247
A Framework for Semantic Gossiping,248
Why Decision Support Fails and How To Fix It,249
Semantic Caching of Web Queries,250
Temporal Conditions and Integrity Constraints in Active Database Systems,251
"Sunita Sarawagi, Gayatri Sathe",252
"D. Calvanese, G. De Giacomo, M. Lenzerini, M. Y. Vardi",253
"Bin Cui, Beng Chin Ooi, Jianwen Su, Kian-Lee Tan",254
Shrinking the warehouse update Window,255
Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,256
Towards an infrastructure for temporal databases: report of an invitational ARPA/NSF workshop,257
"John R. Smith, Yuan-Chi Chang, Chung-Sheng Li, Jeffrey Scott Vitter, Apostol Natsev",258
A Semantic Modeling Approach for Image Retrieval by Content,259
"K. Ong, Christine Tomlinson, Darrell Woelk, C. Unnikrishnan, William Bohrer, Nigel Jacobs",260
METU object-oriented DBMS,261
An XML-based Wrapper Generator for Web Information Extraction,262
Implementing Deletion in B+-Trees,263
"Amit P. Sheth, Vipul Kashyap, Satish Thatte, Leon A. Shklar",264
Amicalola report: database and information systems research challenges and opportunities in semantic web and enterprises,265
"Daniela Florescu, Dan Suciu, Alon Y. Levy",266
The design of an acquisitional query processor for sensor networks,267
"Ben Shneiderman, Richard Beigel, Egemen Tanin",268
"Wynne Hsu, Mong Li Lee, Kheng Guan Goh",269
"Staffan Flodin, Tore Risch",270
"Hans-Peter Kriegel, Bernhard Braunmüller, Thomas Seidl, Mihael Ankerst",271
A semantic modeling approach for image retrieval by content,272
"Mark Deppe, Yongdong Wang, Alex Gorelik",273
"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",274
Energy and rate based MAC protocol for wireless sensor networks,275
Distributing queries over low-power wireless sensor networks,276
A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,277
"M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence",278
Massive Stochastic Testing of SQL,279
"Dan Suciu, Ioana Manolescu, Daniela Florescu, Alon Y. Levy",280
Evaluation of remote backup algorithms for transaction-processing systems,281
Similarity Search for Adaptive Ellipsoid Queries Using Spatial Transformation,282
"Manuel Rodriguez-Martinez, Nick Roussopoulos",283
"Minos Garofalakis, Phillip B. Gibbons",284
"V. S. Subrahmanian, Sushil Jajodia, Pierangela Samarati, Maria Luisa Sapino",285
Multi-dimensional resource scheduling for parallel queries,286
"Daniela Florescu, Alon Y. Levy, Dan Suciu, Khaled Yagoub",287
"Ju-Hong Lee, Deok-Hwan Kim, Chin-Wan Chung",288
"Omar Boucelma, Silvana Castano, Carole Goble, Vanja Josifovski, Zo&#233; Lacroix, Bertram Lud&#228;scher",289
Enterprise transaction processing on Windows NT,290
"Ouri Wolfson, Yixiu Huang, Sushil Jajodia",291
Is Web-site Management a Database Problem?,292
"Sophie Cluet, Katarzyna Smaga, Jérôme Siméon, Claude Delobel",293
3D Geographic Network Displays,294
Software as a service: ASP and ASP aggregation,295
Bluetooth-based sensor networks,296
Antonio Badia,297
Learning about data integration challenges from day one,298
Filter Trees for Managing Spatial Data over a Range of Size Granularities,299
Optimizing queries over multimedia repositories,300
"Barbara Liskov, Umesh Maheshwari",301
"Mary Tork Roth, Fatma Ozcan, Laura M. Haas",302
GeoMiner: a system prototype for spatial data mining,303
BeSS: Storage Support for Interactive Visualization Systems,304
Outerjoin Simplification and Reordering for Query Optimization,305
"Gladys A. Cotter, Barbara T. Bauldock",306
"Kinji Ono, Jihad Boulos",307
Rob Golding,308
"Christos Faloutsos, Bernhard Seeger, Agma Traina, Caetano Traina, Jr.",309
"Raymond T. Ng, Jinhai Yang",310
"Michael Godfrey, Tobias Mayr, Praveen Seshadri, Thorsten von Eicken",311
Enhancing external consistency in real-time transactions,312
Selectivity Estimation in Spatial Databases,313
High-Concurrency Locking in R-Trees,314
Bypassing Joins in Disjunctive Queries,315
"Timothy Griffin, Bharat Kumar",316
"Krishna Kant, Prasant Mohapatra",317
"Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras",318
"Alexei P. Stolboushkin, Michael A. Taitslin",319
Information systems research at RWTH Aachen,320
Toward Autonomic Computing with DB2 Universal Database,321
Object normal forms and dependency constraints for object-oriented schemata,322
Eliminating Costly Redundant Computations from SQL Trigger Executions,323
Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,324
"Elke A. Rundensteiner, Kajal T. Claypool, Li Chen, Hong Su, Keiji Oenoki",325
GTE SuperPages: Using IR Techniques for Searching Complex Objects,326
Enhanced Abstract Data Types in Object-Relational Databases,327
"Pradeep Shenoy, Xin Dong, Henry F. Korth, Philip Bohannon, P. P. S. Narayan, Chengkai Li, Sumit Ganguly",328
"Elena Baralis, Stefano Ceri, Stefano Paraboschi",329
Space-Efficient Online Computation of Quantile Summaries,330
Towards a Cooperative Transaction Model - The Cooperative Activity Model,331
"Stratos Idreos, Manolis Koubarakis, Christos Tryfonopoulos, Yannis Drougas",332
"Hans Fritschi, Arne Koschel, Günter von Bültzingsloewen, Stella Gatziu",333
A Close Look at the IFO Data Model,334
"Optimizing queries using materialized views: a practical, scalable solution",335
Guido Moerkotte,336
"Sihem Amer-Yahia, Divesh Srivastava, Laks V. S. Lakshmanan, SungRan Cho",337
Flexible Relations - Operational Support of Variant Relational Structures,338
About Quark Digital Media System,339
"Qiang Wang, Brian D. Davison",340
"Tirthankar Lahiri, N. MacNaughton, Sashikanth Chandrasekaran, Wilson Chan, Vinay Srihari",341
The LHAM Log-Structured History Data Access Method,342
Integrating Symbolic Images into a Multimedia Database System Using Classification and Abstraction Approaches,343
"Quanzhong Li, Bongki Moon",344
SchemaSQL: An extension to SQL for multidatabase interoperability,345
DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications,346
"Ramez Elmasri, Leonidas Fegaras",347
Versions and Workspaces in Microsoft Repository,348
Understanding the global semantics of referential actions using logic rules,349
"Alex G. B&#252;chner, Maurice D. Mulvenna",350
TelegraphCQ: continuous dataflow processing,351
"David Shutt, Philip A. Bernstein, Shankar Pal",352
Proximity Search in Databases,353
Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,354
"Ada Wai-Chee Fu, Yin-Ling Cheung, Yiu Sang Moon, Polly Mei-shuen Chan",355
Parallelism and its Price: A Case Study of NonStop SQL/MP,356
Using the Golden Rule of Sampling for Query Estimation,357
Fast High-Dimensional Data Search in Incomplete Databases,358
"A. M. Ouksel, A. Sheth",359
Towards an Effective Calculus for Object Query Languages,360
"Manuel Rodr&#237;guez-Mart&#237;nez, Nick Roussopoulos",361
"Daniel S. Weld, Alon Y. Halevy, Denise Draper",362
Understanding the semantics of sensor data,363
"Daniel A. Keim, Stefan Berchtold",364
"Hans-Peter Kriegel, Stefan Berchtold",365
"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian",366
"Jennifer Widom, Jason McHugh",367
Gerhard Weikum,368
"Wilburt Labio, Jun Yang, Hector Garcia-Molina",369
"C&#233;sar Galindo-Legaria, Arnon Rosenthal",370
"Kajal T. Claypool, Elke A. Rundensteiner, Hong Su, Keiji Oenoki, Li Chen",371
"Carlotta Domeniconi, Vassilis J. Tsotras, George Kollios, Dimitrios Gunopulos",372
"Fernando de Ferreira Rezende, G&#252;nter Sauter",373
Homer: a Model-Based CASE Tool for Data-Intensive Web Sites,374
"Gurmeet Singh Manku, Sridhar Rajagopalan, Bruce G. Lindsay",375
Bruce E. Martin,376
Carrie Ballinger,377
Byung Suk Lee,378
Incremental data structures and algorithms for dynamic query interfaces,379
Checkpointing in Oracle,380
Contorting High Dimensional Data for Efficient Main Memory Processing,381
Database Systems Management and Oracle8,382
"Raymond T. Ng, Laks V. S. Lakshmanan, Jiawei Han, Alex Pang",383
Integrating the UB-Tree into a Database System Kernel,384
"Serge Abiteboul, Bernd Amann, Sophie Cluet, Adi Eyal, Laurent Mignet, Tova Milo",385
PREDATOR: a resource for database research,386
"Brian T. Tran, Jyh-Herng Chow, Michelle Jou, Jean Grandbois, Yun Wang, You-Chin Fuh, Weidong Chen, Nelson Mendonça Mattos",387
Context-based prefetch - an optimization for implementing objects on relations,388
CURE: an efficient clustering algorithm for large databases,389
One size fits all database architectures do not work for DSS,390
"Rainer A. Sommer, David Bailey, Thomas R. Gulledge",391
"Klaus R. Dittrich, Ruxandra Domenig",392
Optimizing Queries over Multimedia Repositories,393
Oracle8i Index-Organized Table and Its Application to New Domains,394
Research issues in databases for ARCS: Active Rapidly Changing data Systems,395
New TPC Benchmarks for Decision Support and Web Commerce,396
"Betty Salzberg, David B. Lomet, Georgios Evangelidis",397
Materialized View Selection for Multidimensional Datasets,398
An Approach for Building Secure Database Federations,399
Environment Information Systems - Guest Editor's Foreword,400
"Angela Bonifati, Stefano Ceri",401
Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model,402
"Jo&#227;o Pereira, Fran&#231;oise Fabret, Fran&#231;ois Llirbat, Radu Preotiuc-Pietro, Kenneth A. Ross, Dennis Shasha",403
The Design and Implementation of K: A High-Level Knowledge-Base Programming Language of OSAM*.KBMS,404
"Ling Liu, Calton Pu, Wei Tang, David Buttler, John Biggs, Tong Zhou, Paul Benninghoff, Wei Han, Fenghua Yu",405
A Research Status Report on Adaptation for Mobile Data Access,406
The Lowell Report,407
Estimating the Selectivity of XML Path Expressions for Internet Scale Applications,408
"Nick Koudas, Divesh Srivastava",409
"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",410
"Dimitris Papadias, Timos Sellis, Yannis Theodoridis, Max J. Egenhofer",411
"Theodore Johnson, Charles D. Cranor, Oliver Spatscheck, Vladislav Shkapenyuk",412
Operating System Extensions for the Teradata Parallel VLDB,413
"King-Ip Lin, H. V. Jagadish, Christos Faloutsos",414
Database Research at Arizona State University,415
Expressing business rules,416
ViST: a dynamic index method for querying XML data by tree structures,417
"Dennis Shasha, Francois Llirbat, Eric Simon, Patrick Valduriez",418
Fast Time Sequence Indexing for Arbitrary Lp Norms,419
"Ricardo Jim&#233;nez-Peris, M. Pati&#241;o-Mart&#237;nez, Gustavo Alonso, Bettina Kemme",420
Digital Library Services in Mobile Computing,421
"Dan Suciu, Daniela Florescu, Alon Y. Levy, Mary F. Fernandez",422
"Jeffrey F. Naughton, Qiong Luo",423
"Wilburt Juan Labio, Ramana Yerneni, Hector Garcia-Molina",424
"Amit Sheth, John Miller, Krys Kochut, Budak Arpinar",425
"Dimitrios Georgakopoulos, Stef Joosten, Marek Rusinkiewicz, Alexander L. Wolf, Walt Scacchi, Amit P. Sheth, Jack C. Wileden",426
"Paolo Ciaccia, Pavel Zezula, Marco Patella",427
STHoles: A Multidimensional Workload-Aware Histogram,428
"Chinya V. Ravishankar, Ming-Ling Lo",429
"Yuan Wang, Feng Tian, David J. DeWitt, Jianjun Chen",430
"Reuven Kashi, Nathan S. Netanyahu, Amihood Amir",431
"Atsushi Ohori, Peter Buneman",432
"S.-Y. Hwang, E.-P. Lim, H.-R. Yang, S. Musukula, K. Mediratta, M. Ganesh, D. Clements, J. Stenoien, J. Srivastava",433
Cache invalidation scheme for mobile computing systems with real-time data,434
The National Medical Knowledge Bank,435
"Research in Databases and Data-Intensive Applications - Computer Science Department and FZI, University of Karlsruhe",436
"Zhiyuan Chen, Flip Korn, Johannes Gehrke",437
"Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",438
Describing semistructured data,439
"Jos&#233; A. Blakeley, Anand Deshpande",440
"Brad Adelberg, Ben Kao, Hector Garcia-Molina",441
"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",442
"Arvind Arasu, Brian Babcock, Shivnath Babu, Mayur Datar, Keith Ito, Itaru Nishizawa, Justin Rosenstein, Jennifer Widom",443
Modeling High-Dimensional Index Structures using Sampling,444
WSQ/DSQ: a practical approach for combined querying of databases and the Web,445
Temporal FDs on complex objects,446
"Mario A. Nascimento, Claudia Bauzer Medeiros",447
An Online Video Placement Policy based on Bandwith to Space Ratio (BSR),448
Spotfire: an information exploration environment,449
Efficient transparent application recovery in client-server information systems,450
"Anja Theobald, Gerhard Weikum",451
Rainbow: Distributed Database System for Classroom Education and Experimental Research,452
B-tree page size when caching is considered,453
Computing Geographical Scopes of Web Resources,454
Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,455
Bitmap index design and evaluation,456
"Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri",457
"Shu Lin, M. Tamer &#214;zsu, Vincent Oria, Raymond T. Ng",458
E-commerce database issues and experience: (talk-slides available at at the conference),459
CapBasED-AMS: a capability-based and event-driven activity management system,460
Applying Update Streams in a Soft Real-Time Database System,461
"Denis Gouin, Henry Kucera, Christian Larouche, Gilles Clement, Paul Morin",462
Adaptive Data Broadcast in Hybrid Networks,463
"Amit P. Sheth, Aris M. Ouksel",464
"Umeshwar Dayal, Meichun Hsu, Rivka Ladin",465
Parameterized complexity for the database theorist,466
Object Normal Forms and Dependency Constraints for Object-Oriented Schemata,467
Main-memory index structures with fixed-size partial keys,468
Report on second international workshop on advanced issues of E-commerce and Web-based information systems,469
"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",470
