972,flights,8:00 AM,11:55 AM
1804,businesstravellogue,6:45 AM,7:45 AM
282,wunderground,6:30 PM,7:08 PM
2173,usatoday,12:10 PM,2:15 PM
121,flylouisville,,
861,weather,7:55 AM,11:05 AM
665,panynj,5:30 PM,6:40 PM
487,flights,1:00 PM,2:35 PM
417,myrateplan,,
2346,businesstravellogue,,
277,airtravelcenter,6:30 PM,
1058,weather,8:00 PM,9:45 PM
1450,helloflight,6:00 AM,10:20 AM
1970,flightexplorer,,
380,flightview,,
222,businesstravellogue,6:40 AM,9:25 AM
1430,flights,,
1553,flightstats,7:10 AM,9:35 AM
1018,flytecomm,2:53 PM,4:48 PM
1037,flightexplorer,,
1360,wunderground,8:25 PM,11:31 PM
1016,myrateplan,2:53 PM,4:48 PM
