,0
58,822
1548,823
1182,824
9:45 PM,825
1999,826
1185,827
1607,828
1751,829
105,830
1295,831
1807,832
1248,833
1647,834
2207,835
2441,836
2035,837
391,838
1767,839
2354,840
837,841
995,842
604,843
1690,844
903,845
2103,846
2417,847
1536,848
1127,849
1499,850
1880,851
1017,852
2218,853
1549,854
1678,855
2254,856
889,857
1595,858
1282,859
737,860
406,861
474,862
52,863
2023,864
2311,865
27,866
435,867
1644,868
1927,869
1129,870
1848,871
472,872
515,873
650,874
2105,875
680,876
774,877
1493,878
2054,879
1862,880
weather,881
1094,882
12:51 PM,883
1819,884
713,885
11:50 AM,886
2:17 PM,887
1149,888
1270,889
162,890
122,891
589,892
1052,893
521,894
1278,895
7:55 AM,896
1700,897
8:19 AM,898
270,899
2335,900
6:30 AM,901
18,902
1211,903
1455,904
1956,905
128,906
1600,907
1731,908
368,909
9:40 PM,910
1856,911
1218,912
1421,913
428,914
288,915
1998,916
2141,917
1976,918
1075,919
2366,920
2177,921
1642,922
1249,923
2224,924
2038,925
704,926
1639,927
2117,928
657,929
10:34 AM,930
1230,931
2106,932
722,933
2112,934
4:37 PM,935
694,936
965,937
808,938
1666,939
1718,940
753,941
1164,942
1596,943
3:50 PM,944
1369,945
127,946
695,947
199,948
1317,949
947,950
1253,951
2438,952
1619,953
17,954
539,955
1355,956
90,957
1984,958
289,959
815,960
2088,961
1590,962
207,963
1966,964
1964,965
541,966
949,967
163,968
1403,969
741,970
2333,971
1903,972
69,973
1781,974
2021,975
60,976
2298,977
120,978
1717,979
238,980
630,981
642,982
1362,983
1324,984
446,985
1926,986
2203,987
5:15 PM,988
462,989
794,990
2068,991
1601,992
984,993
121,994
1323,995
3:15 PM,996
11:05 AM,997
1701,998
1592,999
1348,1000
276,1001
2059,1002
1915,1003
1287,1004
292,1005
2292,1006
968,1007
1202,1008
1325,1009
1046,1010
1591,1011
1098,1012
229,1013
2202,1014
401,1015
592,1016
1259,1017
707,1018
119,1019
2398,1020
mia,1021
1813,1022
2011,1023
1969,1024
691,1025
businesstravellogue,1026
88,1027
5:55 PM,1028
396,1029
1239,1030
595,1031
481,1032
641,1033
2371,1034
2235,1035
363,1036
633,1037
9:24 AM,1038
1971,1039
891,1040
1189,1041
2426,1042
89,1043
1892,1044
527,1045
2326,1046
471,1047
1178,1048
2405,1049
1800,1050
1938,1051
318,1052
45,1053
677,1054
1050,1055
385,1056
1659,1057
727,1058
1986,1059
1322,1060
1687,1061
831,1062
7,1063
237,1064
519,1065
2231,1066
945,1067
1093,1068
1074,1069
1550,1070
1470,1071
859,1072
1900,1073
1747,1074
1400,1075
2322,1076
465,1077
1041,1078
1121,1079
581,1080
4:17 PM,1081
1775,1082
910,1083
1665,1084
2304,1085
330,1086
2252,1087
1870,1088
636,1089
675,1090
504,1091
1370,1092
1694,1093
932,1094
1174,1095
458,1096
2334,1097
1181,1098
697,1099
1616,1100
1809,1101
450,1102
909,1103
1116,1104
1339,1105
1407,1106
65,1107
1572,1108
16,1109
654,1110
862,1111
540,1112
2239,1113
566,1114
2243,1115
950,1116
1587,1117
141,1118
145,1119
821,1120
801,1121
2210,1122
1974,1123
740,1124
1300,1125
792,1126
993,1127
1614,1128
2211,1129
1451,1130
1084,1131
1042,1132
2030,1133
856,1134
1349,1135
86,1136
426,1137
2430,1138
1005,1139
1570,1140
1160,1141
1102,1142
1736,1143
787,1144
760,1145
2394,1146
563,1147
2051,1148
584,1149
1215,1150
10:36 PM,1151
617,1152
1444,1153
1540,1154
1631,1155
682,1156
2183,1157
333,1158
1534,1159
619,1160
302,1161
556,1162
12:45 PM,1163
470,1164
2:05 PM,1165
2369,1166
12:30 PM,1167
502,1168
469,1169
4:00 PM,1170
2279,1171
1479,1172
1895,1173
562,1174
2072,1175
2275,1176
814,1177
4:15 PM,1178
408,1179
938,1180
6:40 AM,1181
369,1182
673,1183
12:57 PM,1184
383,1185
1382,1186
2101,1187
9:00 AM,1188
1418,1189
1578,1190
1246,1191
532,1192
1007,1193
953,1194
343,1195
429,1196
1713,1197
1866,1198
1547,1199
1095,1200
1123,1201
558,1202
139,1203
2282,1204
2041,1205
1138,1206
2288,1207
19,1208
1872,1209
12:00 AM,1210
644,1211
1,1212
2143,1213
41,1214
1:35 PM,1215
440,1216
1288,1217
1305,1218
1661,1219
1685,1220
1785,1221
10:09 AM,1222
588,1223
1677,1224
345,1225
1901,1226
1985,1227
194,1228
959,1229
849,1230
2273,1231
137,1232
324,1233
894,1234
1312,1235
2312,1236
2313,1237
2107,1238
1509,1239
6:14 AM,1240
1252,1241
1054,1242
1754,1243
1840,1244
861,1245
1860,1246
798,1247
1837,1248
1947,1249
1145,1250
28,1251
25,1252
2:00 PM,1253
434,1254
4:49 PM,1255
236,1256
2140,1257
1803,1258
817,1259
255,1260
1002,1261
436,1262
1143,1263
1391,1264
2126,1265
403,1266
2178,1267
1663,1268
643,1269
940,1270
1911,1271
2144,1272
946,1273
1889,1274
2363,1275
999,1276
2:30 PM,1277
1505,1278
1734,1279
3:05 PM,1280
730,1281
1488,1282
2388,1283
486,1284
1535,1285
582,1286
228,1287
725,1288
927,1289
1560,1290
2167,1291
2236,1292
1952,1293
6:13 AM,1294
1531,1295
1783,1296
1853,1297
219,1298
439,1299
520,1300
1769,1301
24,1302
1471,1303
983,1304
1922,1305
2181,1306
5:05 PM,1307
11:08 PM,1308
1994,1309
620,1310
8:00 AM,1311
282,1312
2076,1313
2370,1314
1758,1315
726,1316
1529,1317
564,1318
2154,1319
1486,1320
655,1321
853,1322
577,1323
698,1324
4:43 PM,1325
2084,1326
8:51 AM,1327
1241,1328
1441,1329
1554,1330
1491,1331
1723,1332
1741,1333
1301,1334
2445,1335
10:00 AM,1336
568,1337
1709,1338
1815,1339
1029,1340
976,1341
648,1342
2244,1343
735,1344
2284,1345
1833,1346
1309,1347
2232,1348
1238,1349
7:30 AM,1350
646,1351
123,1352
734,1353
1564,1354
1561,1355
173,1356
1214,1357
1608,1358
1061,1359
1388,1360
885,1361
1586,1362
443,1363
1357,1364
1085,1365
1605,1366
1593,1367
2358,1368
9:40 AM,1369
951,1370
524,1371
9:18 PM,1372
329,1373
10:39 AM,1374
12:15 PM,1375
217,1376
1791,1377
902,1378
386,1379
36,1380
2436,1381
622,1382
780,1383
738,1384
1192,1385
1544,1386
171,1387
1720,1388
400,1389
2:10 PM,1390
1203,1391
1462,1392
827,1393
2308,1394
948,1395
66,1396
750,1397
1539,1398
651,1399
310,1400
836,1401
417,1402
1231,1403
1565,1404
387,1405
923,1406
1624,1407
366,1408
2267,1409
78,1410
555,1411
2247,1412
227,1413
766,1414
2391,1415
990,1416
150,1417
1386,1418
1801,1419
222,1420
1144,1421
2043,1422
8:54 AM,1423
2336,1424
2410,1425
6:30 PM,1426
1575,1427
1162,1428
1306,1429
1220,1430
1091,1431
1628,1432
2081,1433
1716,1434
2345,1435
10:20 AM,1436
1356,1437
12:12 PM,1438
742,1439
7:10 PM,1440
1888,1441
1643,1442
1958,1443
274,1444
880,1445
719,1446
710,1447
720,1448
1432,1449
2102,1450
223,1451
1951,1452
111,1453
1589,1454
2248,1455
quicktrip,1456
2280,1457
874,1458
4:57 PM,1459
1705,1460
2437,1461
2351,1462
772,1463
509,1464
578,1465
506,1466
721,1467
1896,1468
2271,1469
1240,1470
1283,1471
826,1472
1772,1473
893,1474
ua,1475
899,1476
2368,1477
1459,1478
1079,1479
1937,1480
1374,1481
1689,1482
1773,1483
39,1484
1171,1485
6:45 PM,1486
70,1487
1609,1488
455,1489
1649,1490
2009,1491
travelocity,1492
883,1493
191,1494
615,1495
1032,1496
736,1497
1876,1498
80,1499
2086,1500
2128,1501
2240,1502
6:17 PM,1503
1992,1504
2122,1505
1839,1506
612,1507
2033,1508
864,1509
978,1510
811,1511
384,1512
1450,1513
802,1514
61,1515
2277,1516
1500,1517
525,1518
1058,1519
1823,1520
1436,1521
2427,1522
1055,1523
1487,1524
1066,1525
77,1526
1336,1527
1729,1528
1483,1529
1953,1530
1543,1531
933,1532
2093,1533
2406,1534
331,1535
352,1536
2002,1537
845,1538
454,1539
1263,1540
487,1541
679,1542
259,1543
1015,1544
6:40 PM,1545
1001,1546
4:31 PM,1547
9:25 PM,1548
1264,1549
1688,1550
517,1551
785,1552
1212,1553
1272,1554
264,1555
aa,1556
2026,1557
11:19 AM,1558
1537,1559
425,1560
167,1561
838,1562
134,1563
1108,1564
2042,1565
4:20 PM,1566
1133,1567
7:25 AM,1568
9:11 AM,1569
2260,1570
2374,1571
1:09 PM,1572
1902,1573
1226,1574
7:53 PM,1575
6:55 AM,1576
1541,1577
2418,1578
975,1579
1934,1580
1753,1581
23,1582
211,1583
569,1584
1302,1585
920,1586
683,1587
40,1588
232,1589
208,1590
834,1591
1319,1592
1887,1593
374,1594
218,1595
917,1596
407,1597
1521,1598
1307,1599
789,1600
981,1601
360,1602
627,1603
632,1604
1508,1605
773,1606
1443,1607
2265,1608
483,1609
988,1610
1193,1611
42,1612
334,1613
784,1614
142,1615
935,1616
930,1617
1372,1618
1503,1619
1585,1620
1219,1621
3:30 PM,1622
world-flight-tracker,1623
1804,1624
786,1625
1881,1626
319,1627
1859,1628
133,1629
350,1630
806,1631
1198,1632
1893,1633
301,1634
8:40 AM,1635
2246,1636
662,1637
2032,1638
1034,1639
1038,1640
2209,1641
2148,1642
1427,1643
1525,1644
118,1645
681,1646
574,1647
1364,1648
316,1649
1742,1650
868,1651
1777,1652
934,1653
1024,1654
957,1655
1412,1656
804,1657
2307,1658
778,1659
168,1660
2159,1661
1383,1662
777,1663
658,1664
1063,1665
1183,1666
176,1667
2347,1668
552,1669
664,1670
463,1671
1502,1672
1831,1673
2008,1674
1672,1675
2145,1676
1598,1677
2393,1678
1884,1679
1912,1680
2380,1681
1627,1682
94,1683
12:55 PM,1684
1242,1685
1582,1686
733,1687
2048,1688
2075,1689
2397,1690
2428,1691
1787,1692
1814,1693
1941,1694
419,1695
192,1696
1431,1697
2169,1698
2219,1699
2162,1700
2291,1701
1384,1702
2188,1703
358,1704
1440,1705
2297,1706
610,1707
967,1708
305,1709
1331,1710
2156,1711
886,1712
1177,1713
676,1714
1106,1715
200,1716
2321,1717
500,1718
1850,1719
1274,1720
1408,1721
1341,1722
1681,1723
1871,1724
413,1725
6:50 AM,1726
phl,1727
1523,1728
6,1729
678,1730
336,1731
1134,1732
10:54 AM,1733
1698,1734
1743,1735
1652,1736
1385,1737
7:50 AM,1738
1615,1739
1281,1740
1377,1741
1413,1742
1165,1743
2095,1744
897,1745
807,1746
2158,1747
2309,1748
290,1749
206,1750
295,1751
489,1752
1933,1753
180,1754
1768,1755
1858,1756
1414,1757
1948,1758
2387,1759
2432,1760
979,1761
593,1762
832,1763
354,1764
1524,1765
1708,1766
1988,1767
12:30 AM,1768
1402,1769
1551,1770
2439,1771
2091,1772
1033,1773
2056,1774
216,1775
561,1776
2196,1777
2315,1778
1594,1779
1025,1780
1128,1781
449,1782
1208,1783
596,1784
922,1785
1176,1786
1410,1787
CO,1788
1468,1789
2,1790
Dec 01 - Not Available,1791
1843,1792
2131,1793
3,1794
321,1795
1350,1796
365,1797
537,1798
1330,1799
1435,1800
panynj,1801
5:00 PM,1802
2191,1803
1277,1804
1327,1805
2223,1806
1333,1807
1638,1808
456,1809
1124,1810
21,1811
640,1812
711,1813
1163,1814
431,1815
907,1816
2325,1817
626,1818
1191,1819
81,1820
1184,1821
1905,1822
536,1823
1512,1824
2078,1825
921,1826
1707,1827
10:43 AM,1828
10:15 PM,1829
1506,1830
1808,1831
2:46 PM,1832
1358,1833
204,1834
2070,1835
1448,1836
5:08 AM,1837
6:15 PM,1838
313,1839
1069,1840
1857,1841
320,1842
2227,1843
1449,1844
844,1845
95,1846
2060,1847
51,1848
977,1849
308,1850
1518,1851
706,1852
895,1853
2443,1854
672,1855
712,1856
1737,1857
1770,1858
1076,1859
731,1860
1908,1861
684,1862
1104,1863
3:27 PM,1864
747,1865
392,1866
1882,1867
140,1868
629,1869
829,1870
1574,1871
1447,1872
1334,1873
1522,1874
1:33 PM,1875
1472,1876
8:05 PM,1877
1828,1878
8:35 AM,1879
732,1880
144,1881
572,1882
13,1883
1344,1884
2050,1885
9:20 PM,1886
2383,1887
1291,1888
1913,1889
1347,1890
1802,1891
1064,1892
14,1893
623,1894
1692,1895
2057,1896
12:15 AM,1897
2403,1898
543,1899
529,1900
1071,1901
55,1902
2242,1903
293,1904
15,1905
2:52 PM,1906
1150,1907
135,1908
1:39 PM,1909
2155,1910
526,1911
1021,1912
1222,1913
2222,1914
64,1915
870,1916
48,1917
245,1918
1173,1919
8:25 PM,1920
6:07 PM,1921
507,1922
1197,1923
631,1924
2150,1925
83,1926
9:21 AM,1927
1292,1928
2359,1929
6:31 PM,1930
235,1931
183,1932
1257,1933
4:52 PM,1934
986,1935
1599,1936
306,1937
2379,1938
6:00 AM,1939
2317,1940
2343,1941
11:22 AM,1942
2415,1943
781,1944
10:40 AM,1945
939,1946
647,1947
379,1948
101,1949
943,1950
198,1951
776,1952
549,1953
4:16 PM,1954
1990,1955
12:00 PM,1956
637,1957
1233,1958
1378,1959
2018,1960
1527,1961
705,1962
1430,1963
2339,1964
1:45 PM,1965
494,1966
754,1967
762,1968
2065,1969
4:48 PM,1970
501,1971
2423,1972
68,1973
488,1974
2052,1975
1897,1976
32,1977
370,1978
493,1979
1265,1980
1047,1981
2025,1982
2352,1983
585,1984
2332,1985
1485,1986
2365,1987
50,1988
9:34 AM,1989
foxbusiness,1990
164,1991
10:45 AM,1992
962,1993
523,1994
1157,1995
1961,1996
161,1997
239,1998
215,1999
876,2000
1417,2001
2079,2002
4:53 PM,2003
2245,2004
158,2005
8:20 PM,2006
2022,2007
1618,2008
1293,2009
1861,2010
982,2011
2389,2012
1757,2013
833,2014
913,2015
1648,2016
739,2017
1446,2018
3:55 PM,2019
325,2020
624,2021
1622,2022
1568,2023
166,2024
685,2025
1626,2026
1454,2027
1640,2028
1630,2029
583,2030
187,2031
2090,2032
1205,2033
3:19 PM,2034
1009,2035
1794,2036
helloflight,2037
1289,2038
1397,2039
1012,2040
1404,2041
1315,2042
1371,2043
1398,2044
1168,2045
2353,2046
1597,2047
6:23 PM,2048
1:30 PM,2049
1411,2050
559,2051
1835,2052
1782,2053
2217,2054
1695,2055
2226,2056
491,2057
1752,2058
914,2059
1977,2060
1019,2061
8,2062
8:41 AM,2063
1559,2064
404,2065
1375,2066
954,2067
1824,2068
7:08 PM,2069
1940,2070
2:15 PM,2071
1890,2072
1899,2073
2442,2074
1465,2075
10,2076
411,2077
1147,2078
628,2079
2424,2080
1089,2081
299,2082
1120,2083
2416,2084
816,2085
1983,2086
294,2087
6:59 AM,2088
8:56 PM,2089
1928,2090
2420,2091
1696,2092
1156,2093
803,2094
871,2095
763,2096
242,2097
1950,2098
1245,2099
1495,2100
1764,2101
107,2102
12:35 PM,2103
1732,2104
11:31 PM,2105
1603,2106
936,2107
362,2108
649,2109
1545,2110
10:06 AM,2111
327,2112
873,2113
2229,2114
1043,2115
1691,2116
2331,2117
459,2118
2005,2119
605,2120
2411,2121
398,2122
2342,2123
8:46 PM,2124
1883,2125
858,2126
542,2127
852,2128
835,2129
1834,2130
2019,2131
869,2132
1865,2133
1894,2134
376,2135
410,2136
538,2137
1686,2138
1423,2139
2249,2140
2064,2141
1658,2142
2104,2143
1389,2144
2161,2145
96,2146
1351,2147
257,2148
925,2149
flightstats,2150
667,2151
2142,2152
1817,2153
1026,2154
1750,2155
1387,2156
8:05 AM,2157
151,2158
2152,2159
544,2160
937,2161
399,2162
33,2163
1206,2164
2151,2165
1759,2166
203,2167
iad,2168
579,2169
73,2170
865,2171
1311,2172
771,2173
1651,2174
1715,2175
allegiantair,2176
2305,2177
2413,2178
854,2179
660,2180
251,2181
1660,2182
1991,2183
wunderground,2184
381,2185
1766,2186
1516,2187
424,2188
575,2189
1346,2190
371,2191
2257,2192
1335,2193
638,2194
1996,2195
314,2196
1755,2197
2234,2198
847,2199
1664,2200
473,2201
793,2202
759,2203
2385,2204
160,2205
1152,2206
1442,2207
2276,2208
1918,2209
688,2210
1267,2211
1760,2212
445,2213
813,2214
723,2215
1497,2216
8:04 PM,2217
618,2218
10:15 AM,2219
1867,2220
1216,2221
924,2222
112,2223
1078,2224
2286,2225
2230,2226
495,2227
768,2228
2412,2229
1919,2230
1401,2231
1721,2232
2108,2233
841,2234
243,2235
1251,2236
590,2237
84,2238
233,2239
1304,2240
2382,2241
148,2242
flights,2243
1243,2244
2080,2245
441,2246
1040,2247
2012,2248
91,2249
152,2250
716,2251
2206,2252
266,2253
1329,2254
906,2255
2314,2256
1954,2257
964,2258
4:59 PM,2259
848,2260
1571,2261
2028,2262
2:47 PM,2263
2134,2264
701,2265
1821,2266
1166,2267
5:25 PM,2268
1428,2269
1501,2270
2010,2271
2044,2272
1879,2273
1:05 PM,2274
799,2275
8:22 PM,2276
767,2277
2098,2278
1469,2279
2110,2280
2:59 PM,2281
1179,2282
457,2283
1995,2284
82,2285
155,2286
1675,2287
696,2288
607,2289
2440,2290
1481,2291
22,2292
898,2293
752,2294
1989,2295
2289,2296
476,2297
729,2298
867,2299
587,2300
263,2301
1000,2302
214,2303
1155,2304
airtravelcenter,2305
221,2306
1048,2307
2253,2308
357,2309
1140,2310
782,2311
7:27 PM,2312
1827,2313
3:03 PM,2314
2058,2315
2179,2316
1532,2317
2348,2318
5,2319
132,2320
602,2321
1886,2322
1684,2323
1654,2324
918,2325
1:40 PM,2326
1907,2327
1:57 PM,2328
2157,2329
154,2330
11,2331
20,2332
1187,2333
1298,2334
790,2335
551,2336
1680,2337
1101,2338
2164,2339
980,2340
7:00 AM,2341
378,2342
599,2343
1167,2344
2096,2345
flytecomm,2346
1790,2347
1196,2348
1629,2349
2300,2350
818,2351
851,2352
1314,2353
2360,2354
2422,2355
1122,2356
1530,2357
823,2358
810,2359
1153,2360
9:45 AM,2361
165,2362
boston,2363
2214,2364
1027,2365
1158,2366
2114,2367
414,2368
12,2369
1806,2370
1562,2371
550,2372
2270,2373
1018,2374
2020,2375
364,2376
2287,2377
136,2378
114,2379
598,2380
11:25 AM,2381
1035,2382
479,2383
6:34 PM,2384
448,2385
1844,2386
692,2387
1235,2388
2129,2389
1875,2390
1137,2391
1151,2392
1217,2393
1394,2394
2444,2395
304,2396
115,2397
1706,2398
1109,2399
958,2400
284,2401
830,2402
2089,2403
1669,2404
718,2405
466,2406
1993,2407
1016,2408
1625,2409
2310,2410
2135,2411
1555,2412
1261,2413
146,2414
1013,2415
1484,2416
1793,2417
269,2418
53,2419
1697,2420
1180,2421
1979,2422
1492,2423
1745,2424
125,2425
1232,2426
1118,2427
11:35 AM,2428
312,2429
846,2430
432,2431
2185,2432
1223,2433
2136,2434
755,2435
1945,2436
2062,2437
2182,2438
flightaware,2439
1799,2440
994,2441
2004,2442
1458,2443
765,2444
1563,2445
2318,2446
2386,2447
2:50 PM,2448
616,2449
2171,2450
1:55 PM,2451
878,2452
892,2453
1117,2454
12:29 AM,2455
405,2456
2016,2457
1186,2458
1579,2459
291,2460
497,2461
1290,2462
2299,2463
973,2464
247,2465
2066,2466
1978,2467
822,2468
1749,2469
2212,2470
717,2471
2258,2472
1057,2473
1036,2474
1172,2475
971,2476
1296,2477
1520,2478
1004,2479
1761,2480
1310,2481
328,2482
2401,2483
1352,2484
1072,2485
2375,2486
1968,2487
342,2488
952,2489
7:15 PM,2490
689,2491
170,2492
224,2493
303,2494
547,2495
1256,2496
779,2497
9:15 AM,2498
1923,2499
2063,2500
